Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
673,24,Seine Verteidigung _____ die Vorwürfe war überzeugend.,gegen,Seine Verteidigung gegen die Vorwürfe war überzeugend.,His defense against the accusations was convincing.,Sa défense contre les accusations était convaincante.,,,die Verteidigung gegen,the defense against = die Verteidigung gegen + Accusative,la défense contre = die Verteidigung gegen + Accusatif,to introduce a rejection or an opposition → gegen,pour introduire un rejet ou une opposition → gegen,the defense against = die Verteidigung gegen + Accusative<br><br>to introduce a rejection or an opposition → gegen,la défense contre = die Verteidigung gegen + Accusatif<br><br>pour introduire un rejet ou une opposition → gegen
674,24,Ihre Verteidigung _____ die Kritik zeigte große Gelassenheit.,gegen,Ihre Verteidigung gegen die Kritik zeigte große Gelassenheit.,Her defense against the criticism showed great composure.,Sa défense contre la critique a montré une grande sérénité.,,,die Verteidigung gegen,the defense against = die Verteidigung gegen + Accusative,la défense contre = die Verteidigung gegen + Accusatif,to introduce a rejection or an opposition → gegen,pour introduire un rejet ou une opposition → gegen,the defense against = die Verteidigung gegen + Accusative<br><br>to introduce a rejection or an opposition → gegen,la défense contre = die Verteidigung gegen + Accusatif<br><br>pour introduire un rejet ou une opposition → gegen
675,24,Die Verwandlung _____ einen modernen Raum war beeindruckend.,in,Die Verwandlung in einen modernen Raum war beeindruckend.,The transformation into a modern space was impressive.,La transformation en un espace moderne était impressionnante.,,,die Verwandlung in,the transformation into = die Verwandlung in + Accusative,la transformation en = die Verwandlung in + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,the transformation into = die Verwandlung in + Accusative<br><br>to introduce a transformation → in,la transformation en = die Verwandlung in + Accusatif<br><br>pour introduire une transformation → in
676,24,Die Verwandlung _____ eine grüne Stadt ist ein großes Ziel.,in,Die Verwandlung in eine grüne Stadt ist ein großes Ziel.,The transformation into a green city is a big goal.,La transformation en une ville verte est un objectif majeur.,,,die Verwandlung in,the transformation into = die Verwandlung in + Accusative,la transformation en = die Verwandlung in + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,the transformation into = die Verwandlung in + Accusative<br><br>to introduce a transformation → in,la transformation en = die Verwandlung in + Accusatif<br><br>pour introduire une transformation → in
677,24,Ihre Verwandlung _____ eine selbstbewusste Frau überraschte alle.,in,Ihre Verwandlung in eine selbstbewusste Frau überraschte alle.,Her transformation into a confident woman surprised everyone.,Sa transformation en une femme confiante a surpris tout le monde.,,,die Verwandlung in,the transformation into = die Verwandlung in + Accusative,la transformation en = die Verwandlung in + Accusatif,to introduce a transformation → in,pour introduire une transformation → in,the transformation into = die Verwandlung in + Accusative<br><br>to introduce a transformation → in,la transformation en = die Verwandlung in + Accusatif<br><br>pour introduire une transformation → in
678,24,Die Gliederung _____ Kapitel macht das Lesen einfacher.,in,Die Gliederung in Kapitel macht das Lesen einfacher.,The division into chapters makes reading easier.,La division en chapitres facilite la lecture.,,,die Gliederung in,the structure in = die Gliederung in + Accusative,"la structure en, la division en = die Gliederung in + Accusatif",to introduce a transformation → in,pour introduire une transformation → in,the structure in = die Gliederung in + Accusative<br><br>to introduce a transformation → in,"la structure en, la division en = die Gliederung in + Accusatif<br><br>pour introduire une transformation → in"
679,24,Die Gliederung _____ Bereiche ist sinnvoll.,in,Die Gliederung in Bereiche ist sinnvoll.,The structure into sections is practical.,La structure en sections est pratique.,,,die Gliederung in,the structure in = die Gliederung in + Accusative,"la structure en, la division en = die Gliederung in + Accusatif",to introduce a transformation → in,pour introduire une transformation → in,the structure in = die Gliederung in + Accusative<br><br>to introduce a transformation → in,"la structure en, la division en = die Gliederung in + Accusatif<br><br>pour introduire une transformation → in"
680,24,Ihre Gliederung _____ Themen erleichtert das Verständnis des Textes.,in,Ihre Gliederung in Themen erleichtert das Verständnis des Textes.,Her division into topics makes the text easier to understand.,Sa structuration en thèmes facilite la compréhension du texte.,,,die Gliederung in,the structure in = die Gliederung in + Accusative,"la structure en, la division en = die Gliederung in + Accusatif",to introduce a transformation → in,pour introduire une transformation → in,the structure in = die Gliederung in + Accusative<br><br>to introduce a transformation → in,"la structure en, la division en = die Gliederung in + Accusatif<br><br>pour introduire une transformation → in"
681,24,Die Auseinandersetzung _____ dem Thema war intensiv.,mit,Die Auseinandersetzung mit dem Thema war intensiv.,The engagement with the topic was intense.,L’engagement avec le sujet était intense.,,,die Auseinandersetzung mit,the confrontation with = die Auseinandersetzung mit + Dative,la confrontation avec = die Auseinandersetzung mit + Datif,to introduce a subject to handle → mit,pour introduire un sujet à gérer → mit,the confrontation with = die Auseinandersetzung mit + Dative<br><br>to introduce a subject to handle → mit,la confrontation avec = die Auseinandersetzung mit + Datif<br><br>pour introduire un sujet à gérer → mit
682,24,Seine Auseinandersetzung _____ dem Gegner war hart.,mit,Seine Auseinandersetzung mit dem Gegner war hart.,His confrontation with the opponent was tough.,Sa confrontation avec l’adversaire fut rude.,,,die Auseinandersetzung mit,the confrontation with = die Auseinandersetzung mit + Dative,la confrontation avec = die Auseinandersetzung mit + Datif,to introduce a subject to handle → mit,pour introduire un sujet à gérer → mit,the confrontation with = die Auseinandersetzung mit + Dative<br><br>to introduce a subject to handle → mit,la confrontation avec = die Auseinandersetzung mit + Datif<br><br>pour introduire un sujet à gérer → mit
683,24,Ihre Auseinandersetzung _____ der Vergangenheit brachte neue Erkenntnisse.,mit,Ihre Auseinandersetzung mit der Vergangenheit brachte neue Erkenntnisse.,Her confrontation with the past brought new insights.,Sa confrontation avec le passé a apporté de nouvelles connaissances.,,,die Auseinandersetzung mit,the confrontation with = die Auseinandersetzung mit + Dative,la confrontation avec = die Auseinandersetzung mit + Datif,to introduce a subject to handle → mit,pour introduire un sujet à gérer → mit,the confrontation with = die Auseinandersetzung mit + Dative<br><br>to introduce a subject to handle → mit,la confrontation avec = die Auseinandersetzung mit + Datif<br><br>pour introduire un sujet à gérer → mit
684,24,Ihre Sehnsucht _____ Ruhe wurde stärker.,nach,Ihre Sehnsucht nach Ruhe wurde stärker.,Her longing for peace grew stronger.,Son désir de paix s’est renforcé.,,,die Sehnsucht nach,the longing for = die Sehnsucht nach + Dative,le désir de = die Sehnsucht nach + Datif,to introduce the object of a search or a desire → nach,pour introduire l'objet d'une recherche ou d'un désir → nach,the longing for = die Sehnsucht nach + Dative<br><br>to introduce the object of a search or a desire → nach,le désir de = die Sehnsucht nach + Datif<br><br>pour introduire l'objet d'une recherche ou d'un désir → nach
685,24,Die Sehnsucht _____ der Heimat begleitete ihn ständig.,nach,Die Sehnsucht nach der Heimat begleitete ihn ständig.,The longing for home followed him constantly.,Le désir de rentrer chez lui le poursuivait constamment.,,,die Sehnsucht nach,the longing for = die Sehnsucht nach + Dative,le désir de = die Sehnsucht nach + Datif,to introduce the object of a search or a desire → nach,pour introduire l'objet d'une recherche ou d'un désir → nach,the longing for = die Sehnsucht nach + Dative<br><br>to introduce the object of a search or a desire → nach,le désir de = die Sehnsucht nach + Datif<br><br>pour introduire l'objet d'une recherche ou d'un désir → nach
686,24,Seine Sehnsucht _____ Freiheit prägte sein ganzes Leben.,nach,Seine Sehnsucht nach Freiheit prägte sein ganzes Leben.,His longing for freedom shaped his entire life.,Sa nostalgie de la liberté a marqué toute sa vie.,,,die Sehnsucht nach,the longing for = die Sehnsucht nach + Dative,le désir de = die Sehnsucht nach + Datif,to introduce the object of a search or a desire → nach,pour introduire l'objet d'une recherche ou d'un désir → nach,the longing for = die Sehnsucht nach + Dative<br><br>to introduce the object of a search or a desire → nach,le désir de = die Sehnsucht nach + Datif<br><br>pour introduire l'objet d'une recherche ou d'un désir → nach
687,24,Ihre Verwunderung _____ die Entscheidung war groß.,über,Ihre Verwunderung über die Entscheidung war groß.,Her astonishment about the decision was great.,Son étonnement face à cette décision fut grand.,,,die Verwunderung über,the amazement about = die Verwunderung über + Accusative,l'étonnement face à = die Verwunderung über + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,the amazement about = die Verwunderung über + Accusative<br><br>to introduce an emotional theme → über,l'étonnement face à = die Verwunderung über + Accusatif<br><br>pour introduire un thème émotionnel → über
688,24,Meine Verwunderung _____ sein Verhalten war ehrlich.,über,Meine Verwunderung über sein Verhalten war ehrlich.,My surprise at his behavior was genuine.,Ma surprise face à son comportement était sincère.,,,die Verwunderung über,the amazement about = die Verwunderung über + Accusative,l'étonnement face à = die Verwunderung über + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,the amazement about = die Verwunderung über + Accusative<br><br>to introduce an emotional theme → über,l'étonnement face à = die Verwunderung über + Accusatif<br><br>pour introduire un thème émotionnel → über
689,24,Seine Verwunderung _____ das Ergebnis war kaum zu verbergen.,über,Seine Verwunderung über das Ergebnis war kaum zu verbergen.,His astonishment at the result was hard to hide.,Son étonnement face au résultat était difficile à cacher.,,,die Verwunderung über,the amazement about = die Verwunderung über + Accusative,l'étonnement face à = die Verwunderung über + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,the amazement about = die Verwunderung über + Accusative<br><br>to introduce an emotional theme → über,l'étonnement face à = die Verwunderung über + Accusatif<br><br>pour introduire un thème émotionnel → über
