Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
436,16,Sie ist anerkannt _____ führende Wissenschaftlerin auf diesem Gebiet.,als,Sie ist anerkannt als führende Wissenschaftlerin auf diesem Gebiet.,She is recognized as a leading scientist in this field.,Elle est reconnue comme une scientifique de premier plan dans ce domaine.,,,anerkannt als sein,to be recognized as = anerkannt als sein + Nominative,être reconnu comme = anerkannt als sein + Nominatif,to introduce an identity → als,pour introduire une identité → als,to be recognized as = anerkannt als sein + Nominative<br><br>to introduce an identity → als,être reconnu comme = anerkannt als sein + Nominatif<br><br>pour introduire une identité → als
437,16,Sie ist sehr aufgeschlossen _____ neuen Ideen.,gegenüber,Sie ist sehr aufgeschlossen gegenüber neuen Ideen.,She is very open-minded toward new ideas.,Elle est très ouverte aux nouvelles idées.,,,aufgeschlossen gegenüber sein,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif,,,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif
438,16,Er zeigte sich aufgeschlossen _____ kulturellen Unterschieden.,gegenüber,Er zeigte sich aufgeschlossen gegenüber kulturellen Unterschieden.,He showed himself open-minded toward cultural differences.,Il s’est montré ouvert face aux différences culturelles.,,,aufgeschlossen gegenüber sein,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif,,,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif
439,16,Das Unternehmen ist aufgeschlossen _____ innovativen Projekten.,gegenüber,Das Unternehmen ist aufgeschlossen gegenüber innovativen Projekten.,The company is open to innovative projects.,L’entreprise est ouverte aux projets innovants.,,,aufgeschlossen gegenüber sein,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif,,,to be open-minded towards = aufgeschlossen gegenüber sein + Dative,être ouvert d'esprit envers = aufgeschlossen gegenüber sein + Datif
440,16,Ich bin sehr beeindruckt _____ deiner Präsentation.,von,Ich bin sehr beeindruckt von deiner Präsentation.,I am very impressed by your presentation.,Je suis très impressionné par ta présentation.,,,beeindruckt von sein,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif,,,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif
441,16,Sie war beeindruckt _____ der Schönheit der Landschaft.,von,Sie war beeindruckt von der Schönheit der Landschaft.,She was impressed by the beauty of the landscape.,Elle était impressionnée par la beauté du paysage.,,,beeindruckt von sein,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif,,,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif
442,16,Die Besucher waren beeindruckt _____ der Größe des Gebäudes.,von,Die Besucher waren beeindruckt von der Größe des Gebäudes.,The visitors were impressed by the size of the building.,Les visiteurs étaient impressionnés par la taille du bâtiment.,,,beeindruckt von sein,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif,,,to be impressed by = beeindruckt von sein + Dative,être impressionné par = beeindruckt von sein + Datif
443,16,Er ist gut bewandert _____ dem Gebiet der Informatik.,auf,Er ist gut bewandert auf dem Gebiet der Informatik.,He is well versed in the field of computer science.,Il est bien versé dans le domaine de l’informatique.,,,bewandert auf sein,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif,,,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif
444,16,Sie ist bewandert _____ dem Gebiet der Kunstgeschichte.,auf,Sie ist bewandert auf dem Gebiet der Kunstgeschichte.,She is knowledgeable in the field of art history.,Elle est compétente dans le domaine de l’histoire de l’art.,,,bewandert auf sein,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif,,,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif
445,16,Der Journalist ist bewandert _____ dem Gebiet der internationalen Politik.,auf,Der Journalist ist bewandert auf dem Gebiet der internationalen Politik.,The journalist is well informed in the field of international politics.,Le journaliste est bien informé dans le domaine de la politique internationale.,,,bewandert auf sein,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif,,,to be well-informed of = bewandert auf sein + Accusative,être bien informé de = bewandert auf sein + Accusatif
446,16,"Er ist misstrauisch _____ Menschen, die zu freundlich sind.",gegenüber,"Er ist misstrauisch gegenüber Menschen, die zu freundlich sind.",He is suspicious of people who are too friendly.,Il se méfie des personnes qui sont trop gentilles.,,,misstrauisch gegenüber sein,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif,,,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif
447,16,Sie war misstrauisch _____ den Versprechungen des Politikers.,gegenüber,Sie war misstrauisch gegenüber den Versprechungen des Politikers.,She was suspicious of the politician’s promises.,Elle était méfiante envers les promesses du politicien.,,,misstrauisch gegenüber sein,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif,,,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif
448,16,Viele Bürger sind misstrauisch _____ neuen Technologien.,gegenüber,Viele Bürger sind misstrauisch gegenüber neuen Technologien.,Many citizens are wary of new technologies.,De nombreux citoyens sont méfiants envers les nouvelles technologies.,,,misstrauisch gegenüber sein,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif,,,to be suspicious of = misstrauisch gegenüber sein + Dative,être méfiant envers = misstrauisch gegenüber sein + Datif
449,100,gewandt _____ sein,in,gewandt in sein,to be skilled in,être compétent en,Dative,Datif,gewandt in sein,to be skilled in = gewandt in sein + Dative,être compétent en = gewandt in sein + Datif,to introduce an area of expertise → in,pour introduire un domaine d'expertise → dans,to be skilled in = gewandt in sein + Dative<br><br>to introduce an area of expertise → in,être compétent en = gewandt in sein + Datif<br><br>pour introduire un domaine d'expertise → dans
450,100,bange _____ sein,bei,bange bei sein,to be anxious about,être inquiet,Dative,Datif,bange bei sein,to be anxious about = bange bei sein + Dative,être inquiet = bange bei sein + Datif,,,to be anxious about = bange bei sein + Dative,être inquiet = bange bei sein + Datif
451,100,nicht wohl _____ sein,bei,nicht wohl bei sein,"to be, feel uncomfortable",être mal à l'aise,Dative,Datif,nicht wohl bei sein,"to be, feel uncomfortable = nicht wohl bei sein + Dative",être mal à l'aise = nicht wohl bei sein + Datif,,,"to be, feel uncomfortable = nicht wohl bei sein + Dative",être mal à l'aise = nicht wohl bei sein + Datif
452,100,anwesend _____ sein,bei,anwesend bei sein,to be present at,être présent,Dative,Datif,anwesend bei sein,to be present at = anwesend bei sein + Dative,être présent = anwesend bei sein + Datif,,,to be present at = anwesend bei sein + Dative,être présent = anwesend bei sein + Datif
453,100,neidlos _____ sein,bei,neidlos bei sein,to be free of envie toward,être sans jalousie face à,Dative,Datif,neidlos bei sein,to be free of envie toward = neidlos bei sein + Dative,être sans jalousie face à = neidlos bei sein + Datif,,,to be free of envie toward = neidlos bei sein + Dative,être sans jalousie face à = neidlos bei sein + Datif
454,100,erhaben _____ sein,über,erhaben über sein,to be superior to,être supérieur à,Accusative,Accusatif,erhaben über sein,to be superior to = erhaben über sein + Accusative,être supérieur à = erhaben über sein + Accusatif,to introduce a position of dominance → über,pour introduire une position dominante → über,to be superior to = erhaben über sein + Accusative<br><br>to introduce a position of dominance → über,être supérieur à = erhaben über sein + Accusatif<br><br>pour introduire une position dominante → über
455,100,verlegen _____ sein,um,verlegen um sein,"to be short of, in need of",être en manque de,Accusative,Accusatif,verlegen um sein,"to be short of, in need of = verlegen um sein + Accusative",être en manque de = verlegen um sein + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,"to be short of, in need of = verlegen um sein + Accusative<br><br>to introduce a central object of concern or covetousness → um",être en manque de = verlegen um sein + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
456,100,schade _____ sein,um,schade um sein,"to be a pity about, to be a shame for",être dommage pour,Accusative,Accusatif,schade um sein,"to be a pity about, to be a shame for = schade um sein + Accusative",être dommage pour = schade um sein + Accusatif,,,"to be a pity about, to be a shame for = schade um sein + Accusative",être dommage pour = schade um sein + Accusatif
457,100,ausreichend _____ sein,für,ausreichend für sein,to be sufficient for,être suffisant pour,Accusative,Accusatif,ausreichend für sein,to be sufficient for = ausreichend für sein + Accusative,être suffisant pour = ausreichend für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be sufficient for = ausreichend für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être suffisant pour = ausreichend für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
