Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
687,21,4,Ihre Diskussion _____ Projekt führte zu neuen Ideen.,über das,Ihre Diskussion über das Projekt führte zu neuen Ideen.,Their discussion about the project led to new ideas.,Leur discussion sur le projet a donné naissance à de nouvelles idées.,der/die/das,über,das,die Diskussion über,Accusative,Accusatif,Neuter,Neutre,the discussion about = die Diskussion über + Accusative<br>to introduce a general subject → über + Acc.,la discussion sur = die Diskussion über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
688,21,4,Das Gespräch _____ neuen Regeln verlief positiv.,über die,Das Gespräch über die neuen Regeln verlief positiv.,The conversation about the new rules went positively.,La discussion sur les nouvelles règles s’est déroulée de manière positive.,der/die/das,über,die,das Gespräch über,Accusative,Accusatif,Plural,Pluriel,the conversation about = das Gespräch über + Accusative<br>to introduce a general subject → über + Acc.,la conversation sur = das Gespräch über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
689,21,4,Ihr Gespräch _____ Finanzen dauerte länger als erwartet.,über die,Ihr Gespräch über die Finanzen dauerte länger als erwartet.,Their conversation about finances lasted longer than expected.,Leur conversation sur les finances a duré plus longtemps que prévu.,der/die/das,über,die,das Gespräch über,Accusative,Accusatif,Plural,Pluriel,the conversation about = das Gespräch über + Accusative<br>to introduce a general subject → über + Acc.,la conversation sur = das Gespräch über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
690,21,4,Sein Gespräch _____ Zukunftspläne war sehr offen.,über die,Sein Gespräch über die Zukunftspläne war sehr offen.,His conversation about future plans was very open.,Sa conversation sur les projets d’avenir était très ouverte.,der/die/das,über,die,das Gespräch über,Accusative,Accusatif,Feminine,Féminin,the conversation about = das Gespräch über + Accusative<br>to introduce a general subject → über + Acc.,la conversation sur = das Gespräch über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
691,21,4,Die Entschuldigung _____ Missverständnis wurde akzeptiert.,für das,Die Entschuldigung für das Missverständnis wurde akzeptiert.,The apology for the misunderstanding was accepted.,Les excuses pour le malentendu ont été acceptées.,der/die/das,für,das,die Entschuldigung für,Accusative,Accusatif,Neuter,Neutre,"the apology for = die Entschuldigung für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","les excuses pour = die Entschuldigung für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
692,21,4,Seine Entschuldigung _____ Fehler war aufrichtig.,für den,Seine Entschuldigung für den Fehler war aufrichtig.,His apology for the mistake was sincere.,Ses excuses pour l’erreur étaient sincères.,der/die/das,für,den,die Entschuldigung für,Accusative,Accusatif,Masculine,Masculin,"the apology for = die Entschuldigung für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","les excuses pour = die Entschuldigung für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
693,21,4,Ihre Entschuldigung _____ Verspätung klang ehrlich.,für die,Ihre Entschuldigung für die Verspätung klang ehrlich.,Her apology for the delay sounded sincere.,Ses excuses pour le retard semblaient sincères.,der/die/das,für,die,die Entschuldigung für,Accusative,Accusatif,Feminine,Féminin,"the apology for = die Entschuldigung für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","les excuses pour = die Entschuldigung für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
694,21,4,Die Entschuldigung _____ Freundin war aufrichtig.,bei ihrer,Die Entschuldigung bei ihrer Freundin war aufrichtig.,The apology to her friend was sincere.,Les excuses présentées à son amie étaient sincères.,ihr,bei,ihrer,die Entschuldigung bei,Dative,Datif,Feminine,Féminin,the apology to = die Entschuldigung bei + Dative<br>to introduce a person or an institution → bei + Dat.,les excuses auprès de = die Entschuldigung bei + Datif<br>pour introduire une personne ou une institution → bei + Dat.,", Dative",", Datif"
695,21,4,Seine Entschuldigung _____ Lehrerin wurde angenommen.,bei der,Seine Entschuldigung bei der Lehrerin wurde angenommen.,His apology to the teacher was accepted.,Ses excuses au professeur ont été acceptées.,der/die/das,bei,der,die Entschuldigung bei,Dative,Datif,Feminine,Féminin,the apology to = die Entschuldigung bei + Dative<br>to introduce a person or an institution → bei + Dat.,les excuses auprès de = die Entschuldigung bei + Datif<br>pour introduire une personne ou une institution → bei + Dat.,", Dative",", Datif"
696,21,4,Ihre Entschuldigung _____ Kollegen kam von Herzen.,bei den,Ihre Entschuldigung bei den Kollegen kam von Herzen.,Her apology to her colleagues came from the heart.,Ses excuses auprès de ses collègues venaient du cœur.,der/die/das,bei,den,die Entschuldigung bei,Dative,Datif,Plural,Pluriel,the apology to = die Entschuldigung bei + Dative<br>to introduce a person or an institution → bei + Dat.,les excuses auprès de = die Entschuldigung bei + Datif<br>pour introduire une personne ou une institution → bei + Dat.,", Dative",", Datif"
697,21,4,Die Hilfe _____ Hausaufgaben war für mich sehr wichtig.,bei den,Die Hilfe bei den Hausaufgaben war für mich sehr wichtig.,The help with the homework was very important for me.,L'aide pour les devoirs a été très importante pour moi.,der/die/das,bei,den,die Hilfe bei,Dative,Datif,Plural,Pluriel,the help with = die Hilfe bei + Dative<br>to introduce a context or a situation → bei + Dat.,"l'aide pour, l'aide à = die Hilfe bei + Datif<br>pour introduire un contexte ou une situation → bei + Dat.",", Dative",", Datif"
698,21,4,"Ich bin dankbar für die Hilfe _____ Wohnungssuche, sonst hätte ich nichts gefunden.",bei der,"Ich bin dankbar für die Hilfe bei der Wohnungssuche, sonst hätte ich nichts gefunden.","I am grateful for the help with finding an apartment, otherwise I wouldn’t have found anything.","Je suis reconnaissant pour l'aide à la recherche d'un appartement, sinon je n'aurais rien trouvé.",der/die/das,bei,der,die Hilfe bei,Dative,Datif,Feminine,Féminin,the help with = die Hilfe bei + Dative<br>to introduce a context or a situation → bei + Dat.,"l'aide pour, l'aide à = die Hilfe bei + Datif<br>pour introduire un contexte ou une situation → bei + Dat.",", Dative",", Datif"
699,21,4,Die Hilfe _____ Vorbereitung für die Prüfung hat mir viel Stress erspart.,bei der,Die Hilfe bei der Vorbereitung für die Prüfung hat mir viel Stress erspart.,The help with preparing for the exam saved me a lot of stress.,L'aide pour la préparation de l'examen m'a évité beaucoup de stress.,der/die/das,bei,der,die Hilfe bei,Dative,Datif,Feminine,Féminin,the help with = die Hilfe bei + Dative<br>to introduce a context or a situation → bei + Dat.,"l'aide pour, l'aide à = die Hilfe bei + Datif<br>pour introduire un contexte ou une situation → bei + Dat.",", Dative",", Datif"
700,21,4,"Der Vergleich _____ alten Computer zeigt, wie schnell dieses neue Modell ist.",mit meinem,"Der Vergleich mit meinem alten Computer zeigt, wie schnell dieses neue Modell ist.",The comparison with my old computer shows how fast this new model is.,La comparaison avec mon ancien ordinateur montre à quel point ce nouveau modèle est rapide.,mein,mit,meinem,der Vergleich mit,Dative,Datif,Masculine,Masculin,the comparison with = der Vergleich mit + Dative<br>to introduce a partner → mit + Dat.,la comparaison avec = der Vergleich mit + Datif<br>pour introduire un partenaire → mit + Dat.,", Dative",", Datif"
701,21,4,"Der Vergleich _____ letzten Jahr macht klar, dass ich große Fortschritte gemacht habe.",mit dem,"Der Vergleich mit dem letzten Jahr macht klar, dass ich große Fortschritte gemacht habe.",The comparison with last year makes clear that I have made great progress.,La comparaison avec l'année dernière montre clairement que j'ai fait de grands progrès.,der/die/das,mit,dem,der Vergleich mit,Dative,Datif,Neuter,Neutre,the comparison with = der Vergleich mit + Dative<br>to introduce a partner → mit + Dat.,la comparaison avec = der Vergleich mit + Datif<br>pour introduire un partenaire → mit + Dat.,", Dative",", Datif"
702,21,4,Der Grund _____ Verspätung war der starke Verkehr.,für meine,Der Grund für meine Verspätung war der starke Verkehr.,The reason for my delay was the heavy traffic.,La raison de mon retard était la circulation dense.,mein,für,meine,der Grund für,Accusative,Accusatif,Feminine,Féminin,"the reason for = der Grund für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","la raison de = der Grund für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
703,21,4,"Der Grund _____ Umzug ist, dass wir näher bei der Familie sein wollen.",für unseren,"Der Grund für unseren Umzug ist, dass wir näher bei der Familie sein wollen.",The reason for our move is that we want to be closer to family.,La raison de notre déménagement est que nous voulons être plus proches de la famille.,unser,für,unseren,der Grund für,Accusative,Accusatif,Masculine,Masculin,"the reason for = der Grund für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","la raison de = der Grund für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
704,21,4,"Der Grund _____ gute Laune ist, dass er heute Urlaub bekommen hat.",für seine,"Der Grund für seine gute Laune ist, dass er heute Urlaub bekommen hat.",The reason for his good mood is that he got a day off today.,La raison de sa bonne humeur est qu'il a eu un jour de congé aujourd'hui.,sein,für,seine,der Grund für,Accusative,Accusatif,Feminine,Féminin,"the reason for = der Grund für + Accusative<br>to introduce a purpose, a goal or a beneficiary → für + Acc.","la raison de = der Grund für + Accusatif<br>pour introduire un objectif, un but ou un bénéficiaire → für + Acc.",", Accusative",", Accusatif"
705,21,4,Der Glaube _____ Fähigkeiten gab ihm Kraft.,an seine,Der Glaube an seine Fähigkeiten gab ihm Kraft.,The belief in his abilities gave him strength.,La croyance en ses capacités lui donnait de la force.,sein,an,seine,der Glaube an,Accusative,Accusatif,Feminine,Féminin,"the belief in = der Glaube an + Accusative<br>to introduce the subject of a thought, with mental focus → an","la croyance en, la croyance dans = der Glaube an + Accusatif<br>pour introduire le sujet d'une pensée, avec un effort mentale → an",", Accusative",", Accusatif"
706,21,4,Ihr Glaube _____ Gute in Menschen ist beeindruckend.,ans,Ihr Glaube ans Gute in Menschen ist beeindruckend.,Her belief in the good in people is impressive.,Sa croyance dans le bien chez les gens est impressionnante.,der/die/das,an,das,der Glaube an,Accusative,Accusatif,Neuter,Neutre,"the belief in = der Glaube an + Accusative<br>to introduce the subject of a thought, with mental focus → an","la croyance en, la croyance dans = der Glaube an + Accusatif<br>pour introduire le sujet d'une pensée, avec un effort mentale → an",", Accusative",", Accusatif"
707,21,4,"Der Glaube _____ Erfolg half ihnen, weiterzumachen.",an den,"Der Glaube an den Erfolg half ihnen, weiterzumachen.",The belief in success helped them to keep going.,La croyance en la réussite les a aidés à continuer.,der/die/das,an,den,der Glaube an,Accusative,Accusatif,Masculine,Masculin,"the belief in = der Glaube an + Accusative<br>to introduce the subject of a thought, with mental focus → an","la croyance en, la croyance dans = der Glaube an + Accusatif<br>pour introduire le sujet d'une pensée, avec un effort mentale → an",", Accusative",", Accusatif"
708,22,6,Ihre Einladung _____ Event überraschte alle.,zum,Ihre Einladung zum Event überraschte alle.,Her invitation to the event surprised everyone.,Son invitation à l’événement a surpris tout le monde.,der/die/das,zu,dem,die Einladung zu,Dative,Datif,Neuter,Neutre,the invitation to = die Einladung zu + Dative<br>to introduce an occasion → zu + Dat.,l'invitation à = die Einladung zu + Datif<br>pour introduire une occasion → zu + Dat.,", Dative",", Datif"
709,22,6,Die Einladung _____ Feier wurde freudig angenommen.,zur,Die Einladung zur Feier wurde freudig angenommen.,The invitation to the party was happily accepted.,L'invitation à la fête a été acceptée avec joie.,der/die/das,zu,der,die Einladung zu,Dative,Datif,Feminine,Féminin,the invitation to = die Einladung zu + Dative<br>to introduce an occasion → zu + Dat.,l'invitation à = die Einladung zu + Datif<br>pour introduire une occasion → zu + Dat.,", Dative",", Datif"
