Nr,exercise,level_verben,Nr_verben,level_noun,level_goethe,level_routledge,question,answer,german,root_english,english,root_french,french,german_verb,english_verb,french_verb,german_noun,english_noun,french_noun,gender_english,gender_french
1587,84,C1,954,C1,,,begrenzen,die Begrenzung,,"to limit, to restrict, to bound","the margin, the boundary, the demarcation","limiter, resteindre, confiner",Loading...,begrenzen,"to limit, to restrict, to bound","limiter, resteindre, confiner",die Begrenzung,"the margin, the boundary, the demarcation",Loading...,Feminine,Féminin
1588,84,C1,955,C2+,,,entnehmen,die Entnahme,,"to extract, to gather from, to remove","the removal, the withdrawal","retirer, tirer, déduire",le retrait,entnehmen,"to extract, to gather from, to remove","retirer, tirer, déduire",die Entnahme,"the removal, the withdrawal",le retrait,Feminine,Féminin
1589,84,C1,956,C2+,,,optimieren,das Optimum,,"to optimize, to improve, to steamline",the optimum,optimiser,Loading...,optimieren,"to optimize, to improve, to steamline",optimiser,das Optimum,the optimum,Loading...,Neuter,Neutre
1590,84,C1,956,C1,,,optimieren,die Optimierung,,"to optimize, to improve, to steamline",the optimization,optimiser,Loading...,optimieren,"to optimize, to improve, to steamline",optimiser,die Optimierung,the optimization,Loading...,Feminine,Féminin
1591,84,C1,958,C2+,,,schwinden,der Schwund,,"to diminish, to fade, to shrink",the atrophy,"disparaître, diminuer, s'évanouir",Loading...,schwinden,"to diminish, to fade, to shrink","disparaître, diminuer, s'évanouir",der Schwund,the atrophy,Loading...,Masculine,Masculin
1592,84,C1,959,C1,,,übereinstimmen,die Übereinstimmung,,"to agree, to concur, to correspond",the agreement,"concorder, correspondre, coïncider",Loading...,übereinstimmen,"to agree, to concur, to correspond","concorder, correspondre, coïncider",die Übereinstimmung,the agreement,Loading...,Feminine,Féminin
1593,84,C1,960,A2,,B1,anfragen,die Anfrage,,"to ask, to inquire, to enquire, to request",the inquiry,demander,l'enquête,anfragen,"to ask, to inquire, to enquire, to request",demander,die Anfrage,the inquiry,l'enquête,Feminine,Féminin
1594,84,C1,963,B2,,,exportieren,der Export,,to export,the export,exporter,l'exportation,exportieren,to export,exporter,der Export,the export,l'exportation,Masculine,Masculin
1595,84,C1,964,B2,,,gebieten,das Gebot,,"to command, to demand, to bid, to dominate","the command, the bid","dominer, ordonner",Loading...,gebieten,"to command, to demand, to bid, to dominate","dominer, ordonner",das Gebot,"the command, the bid",Loading...,Neuter,Neutre
1596,84,C1,965,C2+,,,geleiten,das Geleit,,"to accompany, to escort, to conduct",the escort,accompagner,Loading...,geleiten,"to accompany, to escort, to conduct",accompagner,das Geleit,the escort,Loading...,Neuter,Neutre
1597,84,C1,966,A1,,,listen,die Liste,,"to list, to allow in, to lead as a series",the list,"énumérer, citer",la liste,listen,"to list, to allow in, to lead as a series","énumérer, citer",die Liste,the list,la liste,Feminine,Féminin
1598,84,C1,971,A1,,,werten,der Wert,,"to assess, to consider, to value","the value, the worth",évaluer,la valeur,werten,"to assess, to consider, to value",évaluer,der Wert,"the value, the worth",la valeur,Masculine,Masculin
1599,85,C1,972,B1,,,der Zugriff,zugreifen,,"the access, the grasp","to access, to grab, to help oneself",Loading...,accéder,zugreifen,"to access, to grab, to help oneself",accéder,der Zugriff,"the access, the grasp",Loading...,,
1600,85,C1,977,C1,,,die Erschöpfung,erschöpfen,,"the depletion, the exhaustion","to exhaust, to deplete, to drain",l'épuisement,épuiser,erschöpfen,"to exhaust, to deplete, to drain",épuiser,die Erschöpfung,"the depletion, the exhaustion",l'épuisement,,
1601,85,C1,980,B1,,,die Spinne,spinnen,,the spider,"to spin, to act strangely, to act up",Loading...,"tisser, filer",spinnen,"to spin, to act strangely, to act up","tisser, filer",die Spinne,the spider,Loading...,,
1602,85,C1,981,C1,,,die Entführung,entführen,,the abduction,"to abduct, to kidnap",l'enlèvement,"enlever, kidnapper",entführen,"to abduct, to kidnap","enlever, kidnapper",die Entführung,the abduction,l'enlèvement,,
1603,85,C1,983,C2+,,,die Dehnung,dehnen,,the stretching,"to extend, to stretch, to expand, to dilate",l'étirement,"étirer, étendre allonger",dehnen,"to extend, to stretch, to expand, to dilate","étirer, étendre allonger",die Dehnung,the stretching,l'étirement,,
1604,85,C1,986,B1,,,der Knopf,knüpfen,,the button,"to knot, to tie, to weave",le bouton,nouer,knüpfen,"to knot, to tie, to weave",nouer,der Knopf,the button,le bouton,,
1605,85,C1,987,C2+,,,die Verführung,verführen,,the seduction,"to seduce, to entice, to tempt, to debauch",Loading...,séduire,verführen,"to seduce, to entice, to tempt, to debauch",séduire,die Verführung,the seduction,Loading...,,
1606,85,C1,989,C2+,,,das Rauschen,rauschen,,"the murmur, the noise","to rustle, to murmur, to roar, to whisper","le murmure, le bruit","bruisser, murmurer",rauschen,"to rustle, to murmur, to roar, to whisper","bruisser, murmurer",das Rauschen,"the murmur, the noise","le murmure, le bruit",,
1607,85,C1,993,B1,,,das Gewebe,weben,,"the fabric, the tissue","to weave, to fabricate",le tissu,"tisser, tramer",weben,"to weave, to fabricate","tisser, tramer",das Gewebe,"the fabric, the tissue",le tissu,,
1608,85,C1,995,B1,,,die Erkältung,sich erkälten,,the cold (illness),"to catch a cold, to get cold",le rhume,"attraper un rhume, prendre froid",sich erkälten,"to catch a cold, to get cold","attraper un rhume, prendre froid",die Erkältung,the cold (illness),le rhume,,
1609,86,C1,972,B1,,,zugreifen,der Zugriff,,"to access, to grab, to help oneself","the access, the grasp",accéder,Loading...,zugreifen,"to access, to grab, to help oneself",accéder,der Zugriff,"the access, the grasp",Loading...,Masculine,Masculin
1610,86,C1,977,C1,,,erschöpfen,die Erschöpfung,,"to exhaust, to deplete, to drain","the depletion, the exhaustion",épuiser,l'épuisement,erschöpfen,"to exhaust, to deplete, to drain",épuiser,die Erschöpfung,"the depletion, the exhaustion",l'épuisement,Feminine,Féminin
1611,86,C1,980,B1,,,spinnen,die Spinne,,"to spin, to act strangely, to act up",the spider,"tisser, filer",Loading...,spinnen,"to spin, to act strangely, to act up","tisser, filer",die Spinne,the spider,Loading...,Feminine,Féminin
1612,86,C1,981,C1,,,entführen,die Entführung,,"to abduct, to kidnap",the abduction,"enlever, kidnapper",l'enlèvement,entführen,"to abduct, to kidnap","enlever, kidnapper",die Entführung,the abduction,l'enlèvement,Feminine,Féminin
1613,86,C1,983,C2+,,,dehnen,die Dehnung,,"to extend, to stretch, to expand, to dilate",the stretching,"étirer, étendre allonger",l'étirement,dehnen,"to extend, to stretch, to expand, to dilate","étirer, étendre allonger",die Dehnung,the stretching,l'étirement,Feminine,Féminin
1614,86,C1,986,B1,,,knüpfen,der Knopf,,"to knot, to tie, to weave",the button,nouer,le bouton,knüpfen,"to knot, to tie, to weave",nouer,der Knopf,the button,le bouton,Masculine,Masculin
1615,86,C1,987,C2+,,,verführen,die Verführung,,"to seduce, to entice, to tempt, to debauch",the seduction,séduire,Loading...,verführen,"to seduce, to entice, to tempt, to debauch",séduire,die Verführung,the seduction,Loading...,Feminine,Féminin
1616,86,C1,989,C2+,,,rauschen,das Rauschen,,"to rustle, to murmur, to roar, to whisper","the murmur, the noise","bruisser, murmurer","le murmure, le bruit",rauschen,"to rustle, to murmur, to roar, to whisper","bruisser, murmurer",das Rauschen,"the murmur, the noise","le murmure, le bruit",Neuter,Neutre
1617,86,C1,993,B1,,,weben,das Gewebe,,"to weave, to fabricate","the fabric, the tissue","tisser, tramer",le tissu,weben,"to weave, to fabricate","tisser, tramer",das Gewebe,"the fabric, the tissue",le tissu,Neuter,Neutre
1618,86,C1,995,B1,,,sich erkälten,die Erkältung,,"to catch a cold, to get cold",the cold (illness),"attraper un rhume, prendre froid",le rhume,sich erkälten,"to catch a cold, to get cold","attraper un rhume, prendre froid",die Erkältung,the cold (illness),le rhume,Feminine,Féminin
1619,110,C2,1009,A2,,B1,,,,,,,,beschweren,"to complain, to weigh down","se plaindre, alourdir",die Beschwerde,the complaint,Loading...,,
1620,110,C2,1010,A1,B1,A1,,,,,,,,forschen,"to research, to investigate","faire des recherches, enquêter",die Forschung,the research,Loading...,,
1621,110,C2,1011,D1+,,,,,,,,,,servieren,to serve,servir,das Servieren,the service,Loading...,,
1622,110,C2,1012,C2+,,,,,,,,,,bewundern,to admire,admirer,die Bewunderung,the admiration,Loading...,,
1623,110,C2,1013,B1,,,,,,,,,,absehen,"to foresee, to overlook, to disregard","prévoir, négliger",das Absicht,the intention,Loading...,,
1624,110,C2,1021,B2,,,,,,,,,,auszeichnen,"to honor, to distinguish","honorer, distinguer",die Auszeichnung,"the distinction, the award",Loading...,,
1625,110,C2,1027,D1+,,,,,,,,,,antreten,"to begin, to compete","commencer, concourir",das Antreten,the competition,Loading...,,
1626,110,C2,1036,C1,,,,,,,,,,entschließen,to decide (to do something) (refl.),décider (de faire quelque chose) (réfl.),der Entschluss,the decision,Loading...,,
1627,110,C2,1039,B1,,B1,,,,,,,,ansteigen,to increase,augmenter,der Anstieg,the increase,l'augmentation,,
1628,110,C2,1041,B2,,,,,,,,,,verbleiben,to remain,rester,der Verbleib,the stay,Loading...,,
1629,110,C2,1042,C1,,,,,,,,,,einbeziehen,"to include, to involve, to integrate","inclure, impliquer, intégrer",die Einbeziehung,the inclusion,Loading...,,
1630,110,C2,1044,B1,,B1,,,,,,,,formulieren,"to formulate, to phrase","formuler, exprimer",die Formulierung,the formulation,Loading...,,
1631,110,C2,1045,B1,B1,B1,,,,,,,,herkommen,"to come over, come here (towards the speaker), to come from","venir, venir ici (vers l'orateur), venir de",die Herkunft,the origin,Loading...,,
1632,110,C2,1047,D1+,,,,,,,,,,weitergehen,"to continue, to proceed, to keep moving","continuer, avancer, continuer à avancer",das Weitergehen,the continuation,Loading...,,
1633,110,C2,1048,C2+,,,,,,,,,,aussetzen,"to pause, to suspend something, to abandon someone, to expose oneself to something (refl.)","faire une pause, suspendre quelque chose, abandonner quelqu'un, s'exposer à quelque chose (réfl.)",die Aussetzung,the suspension,la suspension,,
1634,110,C2,1049,C1,,,,,,,,,,unterzeichnen,to sign (formal),signer (formel),die Unterzeichnung,the signature,Loading...,,
1635,110,C2,1051,B2,,,,,,,,,,befördern,to transport,transporter,die Beförderung,the promotion,Loading...,,
1636,110,C2,1114,B2,,A2,,,,,,,,behindern,"to obstruct, to hamper","gêner, entraver",die Behinderung,the obstruction,Loading...,,
1637,110,C2,1115,D1+,,,,,,,,,,verbergen,to conceal sth: to hide something,cacher quelque chose : cacher quelque chose,die Verbergung,the concealment,Loading...,,
1638,110,C2,1116,C2+,,,,,,,,,,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)","mettre, déplacer, distribuer, donner (un coup, un coup), transférer (quand il s'agit de travailler)",die Versetzung,the relocation,Loading...,,
1639,110,C2,1154,B2,B1,,,,,,,,,beeilen,"to hurry, to hasten, to rush (refl.)","se dépêcher, se hâter, se précipiter (réfl.)",die Eile,the hurry,Loading...,,
1640,110,C2,1181,A2,B1,A2,,,,,,,,zweifeln,"to doubt, to question","douter, remettre en question",der Zweifel,the doubt,Loading...,,
1641,110,C2,1195,B1,,B1,,,,,,,,ausstatten,"to equip, to outfit","équiper, équiper",die Ausstattung,the equipment,Loading...,,
1642,110,C2,1209,C2+,,,,,,,,,,verkleiden,"to to dress up, to to disguise oneself (refl.)",se déguiser,die Verkleidung,the disguise,Loading...,,
1643,110,C2,1213,C2+,,,,,,,,,,lindern,"to alleviate, to relieve","soulager, soulager",die Linderung,the relief,Loading...,,
1644,110,C2,1215,D1+,,,,,,,,,,gönnen,"to treat, to allow, to grant","traiter, permettre, accorder",die Gönnung,the indulgence,Loading...,,
1645,110,C2,1296,D1+,,,,,,,,,,loswerden,to get rid of something or someone,se débarrasser de quelque chose ou de quelqu'un,das Loswerden,the removal,l'enlèvement,,
1646,110,C2,1297,C1,,,,,,,,,,gedenken,"to commemorate, to remember","commémorer, se souvenir",das Gedenken,the remembrance,Loading...,,
1647,110,C2,1298,B2,,,,,,,,,,modern,to modernize,moderniser,die Modernisierung,the modernization,Loading...,,
1648,110,C2,1299,D1+,,,,,,,,,,schnappen,"to snap (with one's mouth), to catch, to nab (a criminal) (coll.)","claquer (avec sa bouche), attraper, choper (un criminel) (coll.)",das Schnappen,the snatch,Loading...,,
1649,110,C2,1336,D1+,,,,,,,,,,duzen,to address informally,s'adresser de manière informelle,das Duzen,the informal address,Loading...,,
1650,110,C2,1338,A2,A1,B1,,,,,,,,wiedersehen,"to see again, to meet again","revoir, se revoir",das Wiedersehen,the reunion,Loading...,,
1651,120,D1,1455,C2+,,,,,,,,,,erwachsen,"to grow up, to arise, to spring up, to accrue","grandir, surgir, jaillir, s'accumuler",das Erwachsenenalter,the adulthood,l'âge adulte,,
1652,120,D1,1455,A1,,,,,,,,,,erwachsen,"to grow up, to arise, to spring up, to accrue","grandir, surgir, jaillir, s'accumuler",der Erwachsene,the adult,Loading...,,
1653,120,D1,1408,C1,,,,,,,,,,verschwenden,"to squander, to waste","gaspiller, gaspiller",die Verschwendung,the waste,les déchets,,
1654,120,D1,1436,D1+,,,,,,,,,,siezen,to address formally,s'adresser formellement,das Siezen,the formal address,l'adresse officielle,,
1655,120,D1,1457,D1+,,,,,,,,,,verschweigen,to conceal,dissimuler,das Verschweigen,the concealment,Loading...,,
1656,120,D1,1461,C2+,,,,,,,,,,begraben,to bury,enterrer,das Begräbnis,the burial,Loading...,,
1657,120,D1,1543,A1,B1,A1,,,,,,,,erfreuen,"to please, to enjoy (refl.)","plaire, jouir (réfl.)",die Freude,the delight,Loading...,,
1658,120,D1,1546,C1,,,,,,,,,,nerven,"to annoy someone, to get on someone's nerves","ennuyer quelqu'un, taper sur les nerfs de quelqu'un",die Nervosität,the annoyance,Loading...,,
1659,120,D1,1548,D1+,,,,,,,,,,klauen,to steal (colloquial),voler (familier),der Klau,the theft,le vol,,
1660,120,D1,1549,A1,B1,A1,,,,,,,,riskieren,to risk,risquer,das Risiko,the risk,le risque,,
1661,120,D1,1416,A1,B1,A1,,,,,,,,besiegen,to defeat (in battle or contest),vaincre (au combat ou dans un concours),der Sieg,the victory,la victoire,,
1662,120,D1,1550,D1+,,,,,,,,,,rauskommen,"to get out, to make it big (with gross before verb)","sortir, réussir (avec gross avant le verbe)",das Rauskommen,the emergence,Loading...,,
