Nr,exercise,level_verb,answer,question,english,french,type,prefix,root_german,root_english,root_french
2694,106,C2,zurücklegen,,,,3. no help,,,,
2695,106,C2,zurücktreten,,,,3. no help,,,,
2696,106,C2,zurückweisen,,,,3. no help,,,,
2697,106,C2,zurückzahlen,,,,3. no help,,,,
2698,106,C2,zusammenbrechen,,,,3. no help,,,,
2699,106,C2,zusammenbringen,,,,3. no help,,,,
2700,106,C2,zusammenfinden,,,,3. no help,,,,
2701,106,C2,zusammenführen,,,,3. no help,,,,
2702,106,C2,zusammenhalten,,,,3. no help,,,,
2703,106,C2,zusammenhängen,,,,3. no help,,,,
2704,106,C2,zusammenkommen,,,,3. no help,,,,
2705,106,C2,zusammenschließen,,,,3. no help,,,,
2706,106,C2,zusammensetzen,,,,3. no help,,,,
2707,106,C2,zusammentragen,,,,3. no help,,,,
2708,106,C2,bestreuen,,to sprinkle,saupoudrer,3. no help,,,,
2709,106,C2,benehmen,,to behave (refl.),se comporter (réfl.),3. no help,,,,
2710,106,C2,beeilen,,"to hurry, to hasten, to rush (refl.)","se dépêcher, se hâter, se précipiter (réfl.)",3. no help,,,,
2711,106,C2,behindern,,"to obstruct, to hamper","gêner, entraver",3. no help,,,,
2712,106,C2,befördern,,to transport,transporter,3. no help,,,,
2713,106,C2,begraben,,to bury,enterrer,3. no help,,,,
2714,106,C2,besiegen,,to defeat (in battle or contest),vaincre (au combat ou dans un concours),3. no help,,,,
2715,106,C2,betrügen,,"to cheat, to swindle, to defraud","tricher, escroquer, frauder",3. no help,,,,
2716,106,C2,beibringen,,"to teach, to break (news, information) carefully to, to inflict","enseigner, annoncer (des nouvelles, des informations) avec précaution, infliger",3. no help,,,,
2717,106,C2,beleidigen,,"to offend someone, to insult someone","offenser quelqu'un, insulter quelqu'un",3. no help,,,,
2718,106,C2,beibehalten,,,,3. no help,,,,
2719,106,C2,befehlen,,,,3. no help,,,,
2720,106,C2,beleben,,,,3. no help,,,,
2721,106,C2,belohnen,,,,3. no help,,,,
2722,106,C2,beabsichtigen,,,,3. no help,,,,
2723,106,C2,beanspruchen,,,,3. no help,,,,
2724,106,C2,beanstanden,,,,3. no help,,,,
2725,106,C2,beanständen,,,,3. no help,,,,
2726,106,C2,bedachen,,,,3. no help,,,,
2727,106,C2,bedauern,,,,3. no help,,,,
2728,106,C2,bedecken,,,,3. no help,,,,
2729,106,C2,bedrucken,,,,3. no help,,,,
2730,106,C2,bedürfen,,,,3. no help,,,,
2731,106,C2,befahren,,,,3. no help,,,,
2732,106,C2,befallen,,,,3. no help,,,,
2733,106,C2,befestigen,,,,3. no help,,,,
2734,106,C2,beflügeln,,,,3. no help,,,,
2735,106,C2,befolgen,,,,3. no help,,,,
2736,106,C2,befragen,,,,3. no help,,,,
2737,106,C2,befriedigen,,,,3. no help,,,,
2738,106,C2,befristen,,,,3. no help,,,,
2739,106,C2,befüllen,,,,3. no help,,,,
2740,106,C2,befürworten,,,,3. no help,,,,
2741,106,C2,begehren,,,,3. no help,,,,
2742,106,C2,begleichen,,,,3. no help,,,,
2743,106,C2,begnügen,,,,3. no help,,,,
2744,106,C2,begreifen,,,,3. no help,,,,
2745,106,C2,begrenzen,,,,3. no help,,,,
2746,106,C2,begutachten,,,,3. no help,,,,
2747,106,C2,begünstigen,,,,3. no help,,,,
2748,106,C2,beharren,,,,3. no help,,,,
2749,106,C2,beheben,,,,3. no help,,,,
2750,106,C2,beheimaten,,,,3. no help,,,,
2751,106,C2,beherbergen,,,,3. no help,,,,
2752,106,C2,beilegen,,,,3. no help,,,,
2753,106,C2,beisteuern,,,,3. no help,,,,
2754,106,C2,beitreten,,,,3. no help,,,,
2755,106,C2,bejahen,,,,3. no help,,,,
2756,106,C2,bejubeln,,,,3. no help,,,,
2757,106,C2,bekanntgeben,,,,3. no help,,,,
2758,106,C2,bekennen,,,,3. no help,,,,
2759,106,C2,bekleiden,,,,3. no help,,,,
2760,106,C2,bekräftigen,,,,3. no help,,,,
2761,106,C2,bekunden,,,,3. no help,,,,
2762,106,C2,beladen,,,,3. no help,,,,
2763,106,C2,belassen,,,,3. no help,,,,
2764,106,C2,belaufen,,,,3. no help,,,,
2765,106,C2,belehren,,,,3. no help,,,,
2766,106,C2,beleuchten,,,,3. no help,,,,
2767,106,C2,belieben,,,,3. no help,,,,
2768,106,C2,beliefern,,,,3. no help,,,,
2769,106,C2,belästigen,,,,3. no help,,,,
2770,106,C2,bemessen,,,,3. no help,,,,
2771,106,C2,bemängeln,,,,3. no help,,,,
2772,106,C2,benachrichtigen,,,,3. no help,,,,
2773,106,C2,benachteiligen,,,,3. no help,,,,
2774,106,C2,bereichern,,,,3. no help,,,,
2775,106,C2,bereisen,,,,3. no help,,,,
2776,106,C2,bereithalten,,,,3. no help,,,,
2777,106,C2,berufen,,,,3. no help,,,,
2778,106,C2,besagen,,,,3. no help,,,,
2779,106,C2,beschaffen,,,,3. no help,,,,
2780,106,C2,bescheiden,,,,3. no help,,,,
2781,106,C2,bescheinigen,,,,3. no help,,,,
2782,106,C2,bescheren,,,,3. no help,,,,
2783,106,C2,beschimpfen,,,,3. no help,,,,
2784,106,C2,beschlagnahmen,,,,3. no help,,,,
2785,106,C2,beschreiten,,,,3. no help,,,,
2786,106,C2,beschuldigen,,,,3. no help,,,,
2787,106,C2,beschwören,,,,3. no help,,,,
2788,106,C2,beseitigen,,,,3. no help,,,,
2789,106,C2,besiegeln,,,,3. no help,,,,
2790,106,C2,besinnen,,,,3. no help,,,,
2791,106,C2,bessern,,,,3. no help,,,,
2792,106,C2,bestaunen,,,,3. no help,,,,
2793,106,C2,bestechen,,,,3. no help,,,,
2794,106,C2,besteigen,,,,3. no help,,,,
2795,106,C2,bestreiten,,,,3. no help,,,,
2796,106,C2,bestärken,,,,3. no help,,,,
2797,106,C2,bestücken,,,,3. no help,,,,
2798,106,C2,beteuern,,,,3. no help,,,,
2799,106,C2,betreten,,,,3. no help,,,,
2800,106,C2,betätigen,,,,3. no help,,,,
2801,106,C2,bewilligen,,,,3. no help,,,,
2802,106,C2,bewirtschaften,,,,3. no help,,,,
2803,106,C2,bewohnen,,,,3. no help,,,,
2804,106,C2,beziffern,,,,3. no help,,,,
2805,106,C2,bezweifeln,,,,3. no help,,,,
2806,106,C2,bezwingen,,,,3. no help,,,,
2807,106,C2,beissen,,,,3. no help,,,,
2808,106,C2,bersten,,,,3. no help,,,,
2809,106,C2,entkommen,,to escape,s'échapper,3. no help,,,,
2810,106,C2,entführen,,"to abduct, to kidnap","enlever, kidnapper",3. no help,,,,
2811,106,C2,entfachen,,,,3. no help,,,,
2812,106,C2,entfallen,,,,3. no help,,,,
2813,106,C2,entfalten,,,,3. no help,,,,
2814,106,C2,entgegennehmen,,,,3. no help,,,,
2815,106,C2,entgegensetzen,,,,3. no help,,,,
2816,106,C2,entgegenwirken,,,,3. no help,,,,
2817,106,C2,entgegnen,,,,3. no help,,,,
2818,106,C2,entgehen,,,,3. no help,,,,
2819,106,C2,enthüllen,,,,3. no help,,,,
2820,106,C2,entlarven,,,,3. no help,,,,
2821,106,C2,entnehmen,,,,3. no help,,,,
2822,106,C2,entpuppen,,,,3. no help,,,,
2823,106,C2,entrichten,,,,3. no help,,,,
2824,106,C2,entschädigen,,,,3. no help,,,,
2825,106,C2,entschärfen,,,,3. no help,,,,
2826,106,C2,entsenden,,,,3. no help,,,,
2827,106,C2,entsorgen,,,,3. no help,,,,
2828,106,C2,entspringen,,,,3. no help,,,,
2829,106,C2,entstammen,,,,3. no help,,,,
2830,106,C2,entwenden,,,,3. no help,,,,
2831,106,C2,entzünden,,,,3. no help,,,,
2832,106,C2,erschweren,,to burden,accabler,3. no help,,,,
2833,106,C2,erwärmen,,to warm,réchauffer,3. no help,,,,
2834,106,C2,ermorden,,to murder,assassiner,3. no help,,,,
2835,106,C2,erfreuen,,"to please, to enjoy (refl.)","plaire, jouir (réfl.)",3. no help,,,,
2836,106,C2,erschaffen,,"to create, to produce, to make","créer, produire, fabriquer",3. no help,,,,
2837,106,C2,erlöschen,,,,3. no help,,,,
2838,106,C2,erschöpfen,,,,3. no help,,,,
2839,106,C2,ersticken,,,,3. no help,,,,
2840,106,C2,erwägen,,,,3. no help,,,,
2841,106,C2,erachten,,,,3. no help,,,,
2842,106,C2,erahnen,,,,3. no help,,,,
2843,106,C2,erbauen,,,,3. no help,,,,
2844,106,C2,erben,,,,3. no help,,,,
2845,106,C2,erbeuten,,,,3. no help,,,,
2846,106,C2,erbitten,,,,3. no help,,,,
2847,106,C2,erblicken,,,,3. no help,,,,
2848,106,C2,erbringen,,,,3. no help,,,,
2849,106,C2,ereignen,,,,3. no help,,,,
2850,106,C2,erfragen,,,,3. no help,,,,
2851,106,C2,ergattern,,,,3. no help,,,,
2852,106,C2,ergehen,,,,3. no help,,,,
2853,106,C2,erhitzen,,,,3. no help,,,,
2854,106,C2,erhoffen,,,,3. no help,,,,
2855,106,C2,erklimmen,,,,3. no help,,,,
2856,106,C2,erklingen,,,,3. no help,,,,
2857,106,C2,erkranken,,,,3. no help,,,,
2858,106,C2,erkämpfen,,,,3. no help,,,,
2859,106,C2,erlangen,,,,3. no help,,,,
2860,106,C2,erlernen,,,,3. no help,,,,
2861,106,C2,erliegen,,,,3. no help,,,,
2862,106,C2,erlösen,,,,3. no help,,,,
2863,106,C2,ermuntern,,,,3. no help,,,,
2864,106,C2,ermutigen,,,,3. no help,,,,
2865,106,C2,ermässigen,,,,3. no help,,,,
2866,106,C2,ernennen,,,,3. no help,,,,
2867,106,C2,erneuern,,,,3. no help,,,,
2868,106,C2,ernten,,,,3. no help,,,,
2869,106,C2,erobern,,,,3. no help,,,,
2870,106,C2,erproben,,,,3. no help,,,,
2871,106,C2,errechnen,,,,3. no help,,,,
2872,106,C2,erringen,,,,3. no help,,,,
2873,106,C2,erschlagen,,,,3. no help,,,,
2874,106,C2,erschließen,,,,3. no help,,,,
2875,106,C2,erschüttern,,,,3. no help,,,,
2876,106,C2,ersparen,,,,3. no help,,,,
2877,106,C2,erspielen,,,,3. no help,,,,
2878,106,C2,erstatten,,,,3. no help,,,,
2879,106,C2,erstehen,,,,3. no help,,,,
2880,106,C2,erstrahlen,,,,3. no help,,,,
2881,106,C2,ertönen,,,,3. no help,,,,
2882,106,C2,erwachen,,,,3. no help,,,,
2883,106,C2,erwecken,,,,3. no help,,,,
2884,106,C2,erwidern,,,,3. no help,,,,
2885,106,C2,erwirtschaften,,,,3. no help,,,,
2886,106,C2,erwischen,,,,3. no help,,,,
2887,106,C2,erzwingen,,,,3. no help,,,,
2888,106,C2,erörtern,,,,3. no help,,,,
2889,106,C2,erkälten,,,,3. no help,,,,
2890,106,C2,gedenken,,"to commemorate, to remember","commémorer, se souvenir",3. no help,,,,
2891,106,C2,gebrauchen,,"to use, to make use of","utiliser, faire usage de",3. no help,,,,
2892,106,C2,gebieten,,,,3. no help,,,,
2893,106,C2,geleiten,,,,3. no help,,,,
2894,106,C2,gedeihen,,,,3. no help,,,,
2895,106,C2,gebrechen,,,,3. no help,,,,
2896,106,C2,gebühren,,,,3. no help,,,,
2897,106,C2,gedulden,,,,3. no help,,,,
2898,106,C2,gefrieren,,,,3. no help,,,,
2899,106,C2,gegenüberstehen,,,,3. no help,,,,
2900,106,C2,geloben,,,,3. no help,,,,
2901,106,C2,genehmigen,,,,3. no help,,,,
2902,106,C2,generieren,,,,3. no help,,,,
2903,106,C2,gereichen,,,,3. no help,,,,
2904,106,C2,gesellen,,,,3. no help,,,,
2905,106,C2,gestehen,,,,3. no help,,,,
2906,106,C2,genesen,,,,3. no help,,,,
2907,106,C2,verkleiden,,"to dress up, to disguise oneself (refl.)","se déguiser, se déguiser (réfl.)",3. no help,,,,
2908,106,C2,vergrößern,,to enlarge,pour agrandir,3. no help,,,,
2909,106,C2,verkleinern,,to reduce,réduire,3. no help,,,,
2910,106,C2,verschmutzen,,to dirty,trop sale,3. no help,,,,
2911,106,C2,verkürzen,,to shorten,raccourcir,3. no help,,,,
2912,106,C2,verlangsamen,,to slow down,ralentir,3. no help,,,,
2913,106,C2,vererben,,to inherit,hériter,3. no help,,,,
2914,106,C2,verdammen,,"to condemn, to damn","condamner, damner",3. no help,,,,
2915,106,C2,vernichten,,"to destroy, to ruin, to annihilate, to eradicate","détruire, ruiner, anéantir, éradiquer",3. no help,,,,
2916,106,C2,versagen,,"to fail, to refuse, to deny","échouer, refuser, nier",3. no help,,,,
2917,106,C2,verschwenden,,"to squander, to waste","gaspiller, gaspiller",3. no help,,,,
2918,106,C2,verbergen,,to conceal sth: to hide something,cacher quelque chose : cacher quelque chose,3. no help,,,,
2919,106,C2,versetzen,,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)","mettre, déplacer, distribuer, donner (un coup, un coup), transférer (quand il s'agit de travailler)",3. no help,,,,
2920,106,C2,verzehren,,to consumme (with your mouth),consommer (avec la bouche),3. no help,,,,
2921,106,C2,verfahren,,,,3. no help,,,,
2922,106,C2,verrühren,,"to stir, to mix","remuer, mélanger",3. no help,,,,
2923,106,C2,verderben,,,,3. no help,,,,
2924,106,C2,vereinigen,,,,3. no help,,,,
2925,106,C2,verführen,,,,3. no help,,,,
2926,106,C2,vergewaltigen,,,,3. no help,,,,
2927,106,C2,verkehren,,,,3. no help,,,,
2928,106,C2,verklagen,,,,3. no help,,,,
2929,106,C2,verschlafen,,,,3. no help,,,,
2930,106,C2,verwechseln,,,,3. no help,,,,
2931,106,C2,verweigern,,,,3. no help,,,,
2932,106,C2,verweilen,,,,3. no help,,,,
2933,106,C2,verabreichen,,,,3. no help,,,,
2934,106,C2,verankern,,,,3. no help,,,,
2935,106,C2,veranlassen,,,,3. no help,,,,
2936,106,C2,veranschaulichen,,,,3. no help,,,,
2937,106,C2,veranschlagen,,,,3. no help,,,,
2938,106,C2,verantworten,,,,3. no help,,,,
2939,106,C2,verbannen,,,,3. no help,,,,
2940,106,C2,verbauen,,,,3. no help,,,,
2941,106,C2,verbleiben,,to remain,rester,3. no help,,,,
2942,106,C2,verbuchen,,,,3. no help,,,,
2943,106,C2,verdecken,,,,3. no help,,,,
2944,106,C2,verdeutlichen,,,,3. no help,,,,
2945,106,C2,verdichten,,,,3. no help,,,,
2946,106,C2,verdrängen,,,,3. no help,,,,
2947,106,C2,verehren,,,,3. no help,,,,
2948,106,C2,vereinen,,,,3. no help,,,,
2949,106,C2,verfallen,,,,3. no help,,,,
2950,106,C2,verfehlen,,,,3. no help,,,,
2951,106,C2,verfeinern,,,,3. no help,,,,
2952,106,C2,verhelfen,,,,3. no help,,,,
2953,106,C2,verhängen,,,,3. no help,,,,
2954,106,C2,verkraften,,,,3. no help,,,,
2955,106,C2,verkörpern,,,,3. no help,,,,
2956,106,C2,verlagern,,,,3. no help,,,,
2957,106,C2,verlauten,,,,3. no help,,,,
2958,106,C2,verlegen,,,,3. no help,,,,
2959,106,C2,verleiten,,,,3. no help,,,,
2960,106,C2,verlesen,,,,3. no help,,,,
2961,106,C2,verlinken,,,,3. no help,,,,
2962,106,C2,verlosen,,,,3. no help,,,,
2963,106,C2,vermarkten,,,,3. no help,,,,
2964,106,C2,vermelden,,,,3. no help,,,,
2965,106,C2,vermerken,,,,3. no help,,,,
2966,106,C2,vermindern,,,,3. no help,,,,
2967,106,C2,vermischen,,,,3. no help,,,,
2968,106,C2,vermögen,,,,3. no help,,,,
2969,106,C2,vernachlässigen,,,,3. no help,,,,
2970,106,C2,vernehmen,,,,3. no help,,,,
2971,106,C2,verneinen,,,,3. no help,,,,
2972,106,C2,vernetzen,,,,3. no help,,,,
2973,106,C2,verordnen,,,,3. no help,,,,
2974,106,C2,verrechnen,,,,3. no help,,,,
2975,106,C2,verrichten,,,,3. no help,,,,
2976,106,C2,versammeln,,,,3. no help,,,,
2977,106,C2,verschaffen,,,,3. no help,,,,
2978,106,C2,verschenken,,,,3. no help,,,,
2979,106,C2,verschicken,,,,3. no help,,,,
2980,106,C2,verschlagen,,,,3. no help,,,,
2981,106,C2,verschleppen,,,,3. no help,,,,
2982,106,C2,verschließen,,,,3. no help,,,,
2983,106,C2,verschlingen,,,,3. no help,,,,
2984,106,C2,verschlüsseln,,,,3. no help,,,,
2985,106,C2,verschmelzen,,,,3. no help,,,,
2986,106,C2,verschonen,,,,3. no help,,,,
2987,106,C2,verschärfen,,,,3. no help,,,,
2988,106,C2,verschönern,,,,3. no help,,,,
2989,106,C2,versenden,,,,3. no help,,,,
2990,106,C2,versenken,,,,3. no help,,,,
2991,106,C2,versinken,,,,3. no help,,,,
2992,106,C2,versperren,,,,3. no help,,,,
2993,106,C2,verspielen,,,,3. no help,,,,
2994,106,C2,verspüren,,,,3. no help,,,,
2995,106,C2,verstauen,,,,3. no help,,,,
2996,106,C2,versteigern,,,,3. no help,,,,
2997,106,C2,versterben,,,,3. no help,,,,
2998,106,C2,verstossen,,,,3. no help,,,,
2999,106,C2,verstreichen,,,,3. no help,,,,
3000,106,C2,verständigen,,,,3. no help,,,,
3001,106,C2,versäumen,,,,3. no help,,,,
3002,106,C2,vertagen,,,,3. no help,,,,
3003,106,C2,vertragen,,,,3. no help,,,,
3004,106,C2,verunsichern,,,,3. no help,,,,
3005,106,C2,vervollständigen,,,,3. no help,,,,
3006,106,C2,verwehren,,,,3. no help,,,,
3007,106,C2,verwerfen,,,,3. no help,,,,
3008,106,C2,verwerten,,,,3. no help,,,,
3009,106,C2,verwickeln,,,,3. no help,,,,
3010,106,C2,verwundern,,,,3. no help,,,,
3011,106,C2,verwöhnen,,,,3. no help,,,,
3012,106,C2,verzaubern,,,,3. no help,,,,
3013,106,C2,verzeichnen,,,,3. no help,,,,
3014,106,C2,verzieren,,,,3. no help,,,,
3015,106,C2,verzögern,,,,3. no help,,,,
3016,106,C2,verüben,,,,3. no help,,,,
3017,106,C2,verzweifeln,,to despair,désespérer,3. no help,,,,
3018,106,C2,vergiften,,to poison,empoisonner,3. no help,,,,
3019,106,C2,zerbrechen,,,,3. no help,,,,
3020,106,C2,zerlegen,,,,3. no help,,,,
3021,106,C2,zertifizieren,,,,3. no help,,,,
3022,106,C2,durchbrechen,,,,3. no help,,,,
3023,106,C2,durchdringen,,,,3. no help,,,,
3024,106,C2,durchgehen,,,,3. no help,,,,
3025,106,C2,durchhalten,,,,3. no help,,,,
3026,106,C2,durchlaufen,,,,3. no help,,,,
3027,106,C2,durchlesen,,,,3. no help,,,,
3028,106,C2,durchsuchen,,,,3. no help,,,,
3029,106,C2,durchziehen,,,,3. no help,,,,
3030,106,C2,überfallen,,"to attack, to raid (a bank), to invade (a country)","attaquer, piller (une banque), envahir (un pays)",3. no help,,,,
3031,106,C2,überarbeiten,,,,3. no help,,,,
3032,106,C2,überbieten,,,,3. no help,,,,
3033,106,C2,überbringen,,,,3. no help,,,,
3034,106,C2,überbrücken,,,,3. no help,,,,
3035,106,C2,überdenken,,,,3. no help,,,,
3036,106,C2,übereinstimmen,,,,3. no help,,,,
3037,106,C2,überfordern,,,,3. no help,,,,
3038,106,C2,überführen,,,,3. no help,,,,
3039,106,C2,übergehen,,,,3. no help,,,,
3040,106,C2,überragen,,,,3. no help,,,,
3041,106,C2,überreden,,,,3. no help,,,,
3042,106,C2,überschlagen,,,,3. no help,,,,
3043,106,C2,überschreiben,,,,3. no help,,,,
3044,106,C2,übersehen,,,,3. no help,,,,
3045,106,C2,überspringen,,,,3. no help,,,,
3046,106,C2,überstehen,,,,3. no help,,,,
3047,106,C2,übersteigen,,,,3. no help,,,,
3048,106,C2,übertreffen,,,,3. no help,,,,
3049,106,C2,überwiegen,,,,3. no help,,,,
3050,106,C2,überwältigen,,,,3. no help,,,,
3051,106,C2,überziehen,,,,3. no help,,,,
3052,106,C2,umbenennen,,,,3. no help,,,,
3053,106,C2,umgestalten,,,,3. no help,,,,
3054,106,C2,umleiten,,,,3. no help,,,,
3055,106,C2,umrahmen,,,,3. no help,,,,
3056,106,C2,umschreiben,,,,3. no help,,,,
3057,106,C2,umsehen,,,,3. no help,,,,
3058,106,C2,umwandeln,,,,3. no help,,,,
3059,106,C2,unterbinden,,,,3. no help,,,,
3060,106,C2,unterbreiten,,,,3. no help,,,,
3061,106,C2,unterbringen,,,,3. no help,,,,
3062,106,C2,unterdrücken,,,,3. no help,,,,
3063,106,C2,untergehen,,,,3. no help,,,,
3064,106,C2,unterlassen,,,,3. no help,,,,
3065,106,C2,unterlaufen,,,,3. no help,,,,
3066,106,C2,untermauern,,,,3. no help,,,,
3067,106,C2,untersagen,,,,3. no help,,,,
3068,106,C2,unterschätzen,,,,3. no help,,,,
3069,106,C2,unterstellen,,,,3. no help,,,,
3070,106,C2,unterteilen,,,,3. no help,,,,
3071,106,C2,unterwerfen,,,,3. no help,,,,
3072,106,C2,unterziehen,,,,3. no help,,,,
3073,106,C2,abhauen,,"to cut off (cutting weapon), to do a runner, to piss off","couper (arme tranchante), faire fuir, énerver",3. no help,,,,
3074,106,C2,abkommen,,,,3. no help,,,,
3075,106,C2,abtrennen,,to detach,se détacher,3. no help,,,,
3076,106,C2,abbringen,,to dissuade,dissuader,3. no help,,,,
3077,106,C2,anlügen,,"to lie to, to tell someone a lie","mentir à quelqu'un, dire un mensonge à quelqu'un",3. no help,,,,
3078,106,C2,anscheinen,,,,3. no help,,,,
3079,106,C2,anhängen,,to attach,attacher,3. no help,,,,
3080,106,C2,einsperren,,"to lock up, to imprison","enfermer, emprisonner",3. no help,,,,
3081,106,C2,einatmen,,,,3. no help,,,,
3082,106,C2,einbilden,,,,3. no help,,,,
3083,106,C2,herschieben,,,,3. no help,,,,
3084,106,C2,hervorragen,,,,3. no help,,,,
3085,106,C2,hervorwagen,,,,3. no help,,,,
3086,106,C2,herausbekommen,,,,3. no help,,,,
3087,106,C2,nachsehen,,"to chech back, to peek, to look something up","vérifier, jeter un coup d'œil, chercher quelque chose",3. no help,,,,
3088,106,C2,vorbeireiten,,,,3. no help,,,,
3089,106,C2,vorschlafen,,,,3. no help,,,,
3090,106,C2,zurückbringen,,"to return something, to restore","rendre quelque chose, restaurer",3. no help,,,,
3091,106,C2,beglücken,,to make happy,rendre heureux,3. no help,,,,
3092,106,C2,befreunden,,to befriend (refl.),se lier d'amitié (réfl.),3. no help,,,,
3093,106,C2,beglückwünschen,,"to congratulate, to felicitate","féliciter, féliciter",3. no help,,,,
3094,106,C2,bescheissen,,"to deceive someone, to screw someone","tromper quelqu'un, arnaquer quelqu'un",3. no help,,,,
3095,106,C2,beben,,,,3. no help,,,,
3096,106,C2,bellen,,,,3. no help,,,,
3097,106,C2,befehligen,,to command,commander,3. no help,,,,
