Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
1463,58,"Ihr Beitrag war _____ der fehlende Baustein, der das gesamte Konzept erst schlüssig machte.",sozusagen,"Ihr Beitrag war sozusagen der fehlende Baustein, der das gesamte Konzept erst schlüssig machte.","Her contribution was, so to speak, the missing piece that made the entire concept coherent.","Sa contribution était, pour ainsi dire, la pièce manquante qui rendait l’ensemble du concept cohérent.",sozusagen = so to speak,sozusagen = pour ainsi dire,,
1464,58,"Die Diskussion diente _____ als Testlauf, um herauszufinden, wie tragfähig die Argumentation wirklich ist.",sozusagen,"Die Diskussion diente sozusagen als Testlauf, um herauszufinden, wie tragfähig die Argumentation wirklich ist.","The discussion served, so to speak, as a test run to determine how robust the argumentation really is.","La discussion a servi, pour ainsi dire, de test pour évaluer la solidité de l’argumentation.",sozusagen = so to speak,sozusagen = pour ainsi dire,,
1465,58,"Die neuen Regelungen beeinflussen die wirtschaftliche Entwicklung, _____ wirkt die wirtschaftliche Lage wiederum auf die Ausgestaltung der Regeln.",und umgekehrt,"Die neuen Regelungen beeinflussen die wirtschaftliche Entwicklung, und umgekehrt wirkt die wirtschaftliche Lage wiederum auf die Ausgestaltung der Regeln.","The new regulations influence economic development, and conversely the economic situation affects how the regulations are shaped.","Les nouvelles réglementations influencent le développement économique, et inversement la situation économique influe sur la manière dont les règles sont élaborées.","und umgekehrt = and vice-versa, and conversely","und umgekehrt = et vice-versa, et inversement",,
1466,58,"Entscheidungen auf Führungsebene prägen die Kultur eines Unternehmens, _____ kann die Unternehmenskultur Führungskräfte stark beeinflussen.",und umgekehrt,"Entscheidungen auf Führungsebene prägen die Kultur eines Unternehmens, und umgekehrt kann die Unternehmenskultur Führungskräfte stark beeinflussen.","Decisions at the leadership level shape a company’s culture, and conversely the company culture can strongly influence its leaders.","Les décisions de la direction façonnent la culture d’une entreprise, et inversement cette culture peut fortement influencer les dirigeants.","und umgekehrt = and vice-versa, and conversely","und umgekehrt = et vice-versa, et inversement",,
1467,58,"Wissenschaftliche Erkenntnisse verändern gesellschaftliche Prioritäten, _____ bestimmen gesellschaftliche Erwartungen oft die Forschungsagenda.",und umgekehrt,"Wissenschaftliche Erkenntnisse verändern gesellschaftliche Prioritäten, und umgekehrt bestimmen gesellschaftliche Erwartungen oft die Forschungsagenda.","Scientific findings change societal priorities, and conversely societal expectations often shape the research agenda.","Les découvertes scientifiques modifient les priorités sociales, et inversement les attentes de la société déterminent souvent l’agenda de la recherche.","und umgekehrt = and vice-versa, and conversely","und umgekehrt = et vice-versa, et inversement",,
1468,58,"Die Digitalisierung treibt neue Geschäftsmodelle voran, _____ entstehen technologische Innovationen durch neue geschäftliche Anforderungen.",und umgekehrt,"Die Digitalisierung treibt neue Geschäftsmodelle voran, und umgekehrt entstehen technologische Innovationen durch neue geschäftliche Anforderungen.","Digitalization drives new business models, and conversely technological innovations emerge from new business demands.","La numérisation stimule de nouveaux modèles économiques, et inversement les innovations technologiques naissent des nouvelles exigences commerciales.","und umgekehrt = and vice-versa, and conversely","und umgekehrt = et vice-versa, et inversement",,
1469,58,"Internationale Kooperation stärkt das Vertrauen zwischen Staaten, _____ basiert erfolgreiche Kooperation oft auf bereits bestehendem Vertrauen.",und umgekehrt,"Internationale Kooperation stärkt das Vertrauen zwischen Staaten, und umgekehrt basiert erfolgreiche Kooperation oft auf bereits bestehendem Vertrauen.","International cooperation strengthens trust between states, and conversely successful cooperation often depends on trust already in place.","La coopération internationale renforce la confiance entre les États, et inversement une coopération réussie repose souvent sur une confiance préexistante.","und umgekehrt = and vice-versa, and conversely","und umgekehrt = et vice-versa, et inversement",,
1470,58,"_____ der Kommission wurde die Abstimmung verschoben, damit die offenen Fragen zunächst geklärt werden können.",Auf Antrag,"Auf Antrag der Kommission wurde die Abstimmung verschoben, damit die offenen Fragen zunächst geklärt werden können.","At the commission’s request, the vote was postponed so that the outstanding questions can be clarified first.","À la demande de la commission, le vote a été reporté afin que les questions en suspens puissent d’abord être clarifiées.",auf antrag = upon request,auf antrag = sur demande,,
1471,58,"Das Verfahren wurde _____ der Betroffenen erneut überprüft, weil neue Beweismittel vorlagen.",auf Antrag,"Das Verfahren wurde auf Antrag der Betroffenen erneut überprüft, weil neue Beweismittel vorlagen.",The procedure was reviewed again at the request of the affected parties because new evidence had emerged.,"La procédure a été réexaminée à la demande des personnes concernées, car de nouveaux éléments de preuve avaient été présentés.",auf antrag = upon request,auf antrag = sur demande,,
1472,58,"_____ des Ausschusses wurde ein externer Gutachter hinzugezogen, um die Analyse zu vertiefen.",Auf Antrag,"Auf Antrag des Ausschusses wurde ein externer Gutachter hinzugezogen, um die Analyse zu vertiefen.","At the committee’s request, an external expert was brought in to deepen the analysis.","À la demande du comité, un expert externe a été sollicité pour approfondir l’analyse.",auf antrag = upon request,auf antrag = sur demande,,
1473,58,"Die Veröffentlichung wurde _____ der Autorin vorerst zurückgestellt, um weitere Daten einzubeziehen.",auf Antrag,"Die Veröffentlichung wurde auf Antrag der Autorin vorerst zurückgestellt, um weitere Daten einzubeziehen.",The publication was temporarily deferred at the author's request to include additional data.,La publication a été provisoirement reportée à la demande de l’autrice afin d’intégrer des données supplémentaires.,auf antrag = upon request,auf antrag = sur demande,,
1474,58,"_____ mehrerer Mitgliedstaaten wurde die Debatte erweitert, um die langfristigen Auswirkungen umfassend zu beleuchten.",Auf Antrag,"Auf Antrag mehrerer Mitgliedstaaten wurde die Debatte erweitert, um die langfristigen Auswirkungen umfassend zu beleuchten.","At the request of several member states, the debate was expanded to examine the long-term impacts in detail.","À la demande de plusieurs États membres, le débat a été élargi afin d’examiner en détail les effets à long terme.",auf antrag = upon request,auf antrag = sur demande,,
1475,58,"Die Zeugenaussage wurde _____ gegeben, nachdem der Vorfall detailliert geschildert worden war.",zur Niederschrift,"Die Zeugenaussage wurde zur Niederschrift gegeben, nachdem der Vorfall detailliert geschildert worden war.",The witness statement was given for the record after the incident had been described in detail.,Le témoignage a été consigné par écrit après que l’incident a été décrit en détail.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
1476,58,"Alle Einwände müssen _____ eingereicht werden, damit sie im offiziellen Verfahren berücksichtigt werden können.",zur Niederschrift,"Alle Einwände müssen zur Niederschrift eingereicht werden, damit sie im offiziellen Verfahren berücksichtigt werden können.",All objections must be submitted for the record so they can be taken into account in the official procedure.,Toutes les objections doivent être soumises par écrit afin d’être prises en compte dans la procédure officielle.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
1477,58,"Die Vorsitzende bat darum, die Entscheidung _____ festzuhalten, um spätere Missverständnisse zu vermeiden.",zur Niederschrift,"Die Vorsitzende bat darum, die Entscheidung zur Niederschrift festzuhalten, um spätere Missverständnisse zu vermeiden.",The chair asked for the decision to be recorded in writing to avoid later misunderstandings.,La présidente a demandé que la décision soit consignée par écrit afin d’éviter des malentendus ultérieurs.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
1478,58,Der Beschluss wurde einstimmig gefasst und anschließend _____ formuliert.,zur Niederschrift,Der Beschluss wurde einstimmig gefasst und anschließend zur Niederschrift formuliert.,The resolution was adopted unanimously and subsequently drafted for the record.,La résolution a été adoptée à l’unanimité puis rédigée pour être consignée par écrit.,zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
1479,58,"_____ erklärte der Experte, dass mehrere der ursprünglichen Annahmen wissenschaftlich nicht haltbar seien.",Zur Niederschrift,"Zur Niederschrift erklärte der Experte, dass mehrere der ursprünglichen Annahmen wissenschaftlich nicht haltbar seien.","For the record, the expert stated that several of the original assumptions were not scientifically tenable.","Pour le procès-verbal, l’expert a déclaré que plusieurs des hypothèses initiales n’étaient pas scientifiquement tenables.",zur niederschrift = for the record,"zur niederschrift = pour mémoire, pour votre information",,
1480,58,"_____ dauern komplexe Abstimmungsprozesse länger, als es die offiziellen Zeitpläne vermuten lassen.",Erfahrungsgemäß,"Erfahrungsgemäß dauern komplexe Abstimmungsprozesse länger, als es die offiziellen Zeitpläne vermuten lassen.","From experience, complex coordination processes take longer than official schedules suggest.","D’expérience, les processus de coordination complexes prennent plus de temps que ne le laissent penser les calendriers officiels.","erfahrungsgemäß = from experience, empirically","erfahrungsgemäß = d'après l'expérience, empiriquement",,
1481,58,_____ führt eine frühe Einbindung aller Beteiligten zu deutlich tragfähigeren Entscheidungen.,Erfahrungsgemäß,Erfahrungsgemäß führt eine frühe Einbindung aller Beteiligten zu deutlich tragfähigeren Entscheidungen.,Experience shows that involving all stakeholders early leads to far more sustainable decisions.,L’expérience montre qu’une implication précoce de toutes les parties mène à des décisions nettement plus durables.,"erfahrungsgemäß = from experience, empirically","erfahrungsgemäß = d'après l'expérience, empiriquement",,
1482,58,"_____ sollte man bei vorläufigen Ergebnissen vorsichtig sein, da sie sich häufig noch ändern.",Erfahrungsgemäß,"Erfahrungsgemäß sollte man bei vorläufigen Ergebnissen vorsichtig sein, da sie sich häufig noch ändern.","Based on experience, one should be cautious with preliminary results because they often change.","D’expérience, il faut se montrer prudent avec des résultats provisoires, car ils évoluent souvent.","erfahrungsgemäß = from experience, empirically","erfahrungsgemäß = d'après l'expérience, empiriquement",,
1483,58,"_____ hilft eine klare Kommunikationsstruktur dabei, Konflikte frühzeitig zu entschärfen.",Erfahrungsgemäß,"Erfahrungsgemäß hilft eine klare Kommunikationsstruktur dabei, Konflikte frühzeitig zu entschärfen.",Experience shows that a clear communication structure helps defuse conflicts early.,"D’expérience, une structure de communication claire aide à désamorcer les conflits tôt.","erfahrungsgemäß = from experience, empirically","erfahrungsgemäß = d'après l'expérience, empiriquement",,
1484,58,"_____ entstehen die größten Probleme dort, wo Verantwortlichkeiten nicht eindeutig definiert sind.",Erfahrungsgemäß,"Erfahrungsgemäß entstehen die größten Probleme dort, wo Verantwortlichkeiten nicht eindeutig definiert sind.",Experience shows that the biggest problems arise where responsibilities are not clearly defined.,"D’expérience, les plus grands problèmes apparaissent là où les responsabilités ne sont pas clairement définies.","erfahrungsgemäß = from experience, empirically","erfahrungsgemäß = d'après l'expérience, empiriquement",,
1485,58,"Du musst dir keine Sorgen machen, es wäre _____ passiert.",sowieso,"Du musst dir keine Sorgen machen, es wäre sowieso passiert.","You don't have to worry, it would have happened anyway.",,"sowieso = anyway, anyhow, in any case","sowieso = de toute façon, dans tous les cas",,
