Nr,level,question,answer,german,english
1086,30,Sie gab _____ ihr ganzes Geld für teure Kleidung aus.,leichtsinnig,Sie gab leichtsinnig ihr ganzes Geld für teure Kleidung aus.,She carelessly spent all her money on expensive clothes.
1087,30,Er fuhr _____ zu schnell auf der Autobahn.,leichtsinnig,Er fuhr leichtsinnig zu schnell auf der Autobahn.,He drove recklessly too fast on the highway.
1088,30,"_____ unterschrieb er den Vertrag, ohne ihn genau zu lesen.",Leichtsinnig,"Leichtsinnig unterschrieb er den Vertrag, ohne ihn genau zu lesen.",He carelessly signed the contract without reading it carefully.
1089,30,"Sie handelte _____, indem sie ohne Vorbereitung zur Prüfung ging.",leichtsinnig,"Sie handelte leichtsinnig, indem sie ohne Vorbereitung zur Prüfung ging.",She acted recklessly by going to the exam without preparation.
1090,30,"_____ hatte niemand den Bericht gründlich gelesen, sonst wären die Fehler aufgefallen.",Offensichtlich,"Offensichtlich hatte niemand den Bericht gründlich gelesen, sonst wären die Fehler aufgefallen.","Obviously, no one had read the report thoroughly, or the errors would have been noticed."
1091,30,"Sie war _____ nicht an der Wahrheit interessiert, sondern nur an der Bestätigung ihrer Meinung.",offensichtlich,"Sie war offensichtlich nicht an der Wahrheit interessiert, sondern nur an der Bestätigung ihrer Meinung.","She was obviously not interested in the truth, but only in confirming her opinion."
1092,30,"Der Termin wurde _____ vergessen, da niemand erschienen ist.",offensichtlich,"Der Termin wurde offensichtlich vergessen, da niemand erschienen ist.","The appointment was obviously forgotten, since no one showed up."
1093,30,"Er hatte _____ gelogen, denn seine Aussagen widersprachen den Fakten.",offensichtlich,"Er hatte offensichtlich gelogen, denn seine Aussagen widersprachen den Fakten.","He had obviously lied, as his statements contradicted the facts."
1094,30,"_____ war das Angebot zu gut, um wahr zu sein, was sich später bestätigte.",Offensichtlich,"Offensichtlich war das Angebot zu gut, um wahr zu sein, was sich später bestätigte.","Obviously, the offer was too good to be true, which was confirmed later."
1095,31,"by the way, incidentally",übrigens,,
1096,31,"just, simply, exactly",eben,,
1097,31,"anyway, anyhow, in any case",sowieso,,
1098,31,"just as, equally",ebenso,,
1099,31,"at least, after all",immerhin,,
1100,31,ever,je,,
1101,31,"extensively, in details",ausführlich,,
1102,31,"excessively, overly",übermäßig,,
1103,31,extraordinarily,außerordentlich,,
1104,31,by far,bei weitem,,
1105,31,among other things,unter anderem,,
1106,32,"_____, hast du schon von der neuen Ausstellung gehört?",Übrigens,"Übrigens, hast du schon von der neuen Ausstellung gehört?","By the way, have you heard about the new exhibition?"
1107,32,"Ich komme morgen zur Party, _____ bringe ich einen Freund mit.",übrigens,"Ich komme morgen zur Party, übrigens bringe ich einen Freund mit.","I’m coming to the party tomorrow, by the way, I’m bringing a friend."
1108,32,"_____, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.",Übrigens,"Übrigens, das Restaurant hat jetzt auch vegane Gerichte auf der Karte.","By the way, the restaurant now also has vegan dishes on the menu."
1109,32,"Sie hat den Job bekommen, _____ hat sie sich nur aus Spass beworben.",übrigens,"Sie hat den Job bekommen, übrigens hat sie sich nur aus Spass beworben.","She got the job; incidentally, she only applied for fun."
1110,32,"_____, ich habe gestern deinen Bruder getroffen.",Übrigens,"Übrigens, ich habe gestern deinen Bruder getroffen.","By the way, I met your brother yesterday."
1111,32,Ich habe _____ eine wichtige E-Mail bekommen.,eben,Ich habe eben eine wichtige E-Mail bekommen.,I just received an important email.
1112,32,"Manche Dinge kann man nicht ändern, das ist _____ so.",eben,"Manche Dinge kann man nicht ändern, das ist eben so.","Some things cannot be changed, that's just how it is."
1113,32,"Er war _____ noch hier, aber jetzt ist er verschwunden.",eben,"Er war eben noch hier, aber jetzt ist er verschwunden.","He was just here, but now he’s gone."
1114,32,"Wenn du Erfolg haben willst, musst du _____ mehr arbeiten.",eben,"Wenn du Erfolg haben willst, musst du eben mehr arbeiten.","If you want to be successful, you simply have to work more."
1115,32,Das ist _____ der Unterschied zwischen Theorie und Praxis.,eben,Das ist eben der Unterschied zwischen Theorie und Praxis.,That’s exactly the difference between theory and practice.
1116,32,Er ist _____ talentiert wie sein Bruder.,ebenso,Er ist ebenso talentiert wie sein Bruder.,He is just as talented as his brother.
1117,32,Die neuen Regeln betreffen _____ die Mitarbeiter wie die Kunden.,ebenso,Die neuen Regeln betreffen ebenso die Mitarbeiter wie die Kunden.,The new rules affect both the employees and the customers equally.
1118,32,Das Design ist _____ wichtig wie die Funktionalität.,ebenso,Das Design ist ebenso wichtig wie die Funktionalität.,The design is just as important as the functionality.
1119,32,"Er war müde, aber _____ glücklich über den Erfolg.",ebenso,"Er war müde, aber ebenso glücklich über den Erfolg.",He was tired but equally happy about the success.
1120,32,Die Stadt ist _____ historisch wie modern.,ebenso,Die Stadt ist ebenso historisch wie modern.,The city is both historical and modern at the same time.
1121,32,"Du musst dir keine Sorgen machen, es wäre _____ passiert.",sowieso,"Du musst dir keine Sorgen machen, es wäre sowieso passiert.","You don't have to worry, it would have happened anyway."
1122,32,"Ich gehe nicht ins Kino, ich habe den Film _____ schon gesehen.",sowieso,"Ich gehe nicht ins Kino, ich habe den Film sowieso schon gesehen.",I'm not going to the cinema; I've already seen the movie anyway.
1123,32,"Es regnet den ganzen Tag, also bleiben wir _____ zu Hause.",sowieso,"Es regnet den ganzen Tag, also bleiben wir sowieso zu Hause.","It's raining all day, so we're staying home anyway."
1124,32,"Ich hätte das Angebot nicht angenommen, es war _____ nicht interessant.",sowieso,"Ich hätte das Angebot nicht angenommen, es war sowieso nicht interessant.",I wouldn't have accepted the offer; it wasn't interesting anyway.
1125,32,"Ob du kommst oder nicht, wir feiern die Party _____.",sowieso,"Ob du kommst oder nicht, wir feiern die Party sowieso.","Whether you come or not, we're having the party anyway."
1126,32,"Es hat geregnet, aber _____ war es nicht kalt.",immerhin,"Es hat geregnet, aber immerhin war es nicht kalt.","It rained, but at least it wasn’t cold."
1127,32,"Er hat die Prüfung nicht bestanden, aber _____ hat er es versucht.",immerhin,"Er hat die Prüfung nicht bestanden, aber immerhin hat er es versucht.","He didn’t pass the exam, but at least he tried."
1128,32,"Wir sind zwar spät angekommen, aber _____ haben wir den letzten Zug erwischt.",immerhin,"Wir sind zwar spät angekommen, aber immerhin haben wir den letzten Zug erwischt.","We arrived late, but at least we caught the last train."
1129,32,"Das Essen war teuer, aber _____ hat es gut geschmeckt.",immerhin,"Das Essen war teuer, aber immerhin hat es gut geschmeckt.","The food was expensive, but at least it tasted good."
1130,32,"Sie hat den Job nicht bekommen, aber _____ eine Einladung zum nächsten Bewerbungsgespräch.",immerhin,"Sie hat den Job nicht bekommen, aber immerhin eine Einladung zum nächsten Bewerbungsgespräch.","She didn’t get the job, but at least she got an invitation for the next interview."
1131,32,Hast du _____ eine so spannende Geschichte gehört?,je,Hast du je eine so spannende Geschichte gehört?,Have you ever heard such an exciting story?
1132,32,"Ich frage mich, ob er _____ die Wahrheit sagen wird.",je,"Ich frage mich, ob er je die Wahrheit sagen wird.",I wonder if he will ever tell the truth.
1133,32,"Das ist das beste Essen, das ich _____ probiert habe.",je,"Das ist das beste Essen, das ich je probiert habe.",This is the best food I have ever tasted.
1134,32,"Hast du _____ daran gedacht, ins Ausland zu ziehen?",je,"Hast du je daran gedacht, ins Ausland zu ziehen?",Have you ever thought about moving abroad?
1135,32,"Er war der freundlichste Mensch, dem ich _____ begegnet bin.",je,"Er war der freundlichste Mensch, dem ich je begegnet bin.",He was the friendliest person I have ever met.
1136,32,Er hat das Thema sehr _____ erklärt.,ausführlich,Er hat das Thema sehr ausführlich erklärt.,He explained the topic in great detail.
1137,32,Wir haben _____ über die Probleme diskutiert.,ausführlich,Wir haben ausführlich über die Probleme diskutiert.,We discussed the problems in detail.
1138,32,Die Anleitung beschreibt den Prozess _____ und verständlich.,ausführlich,Die Anleitung beschreibt den Prozess ausführlich und verständlich.,The instructions describe the process thoroughly and clearly.
1139,32,Sie antwortete auf alle Fragen _____.,ausführlich,Sie antwortete auf alle Fragen ausführlich.,She answered all the questions thoroughly.
1140,32,In dem Bericht wird die Situation _____ analysiert.,ausführlich,In dem Bericht wird die Situation ausführlich analysiert.,The situation is analyzed in detail in the report.
1141,32,Er trinkt _____ viel Kaffee und schläft deshalb schlecht.,übermäßig,Er trinkt übermäßig viel Kaffee und schläft deshalb schlecht.,He drinks an excessive amount of coffee and therefore sleeps poorly.
1142,32,"Das Essen war _____ salzig, sodass ich es kaum essen konnte.",übermäßig,"Das Essen war übermäßig salzig, sodass ich es kaum essen konnte.","The food was overly salty, so I could barely eat it."
1143,32,Sie macht sich _____ viele Sorgen über Kleinigkeiten.,übermäßig,Sie macht sich übermäßig viele Sorgen über Kleinigkeiten.,She worries excessively about small things.
1144,32,_____ lange Bildschirmzeiten können die Augen belasten.,Übermäßig,Übermäßig lange Bildschirmzeiten können die Augen belasten.,Excessive screen time can strain the eyes.
1145,32,"Er trainiert _____ intensiv, was zu Verletzungen führen kann.",übermäßig,"Er trainiert übermäßig intensiv, was zu Verletzungen führen kann.","He trains overly intensively, which can lead to injuries."
1146,32,Das Ergebnis war _____ beeindruckend.,außerordentlich,Das Ergebnis war außerordentlich beeindruckend.,The result was extraordinarily impressive.
1147,32,Sie hat sich _____ über die gute Nachricht gefreut.,außerordentlich,Sie hat sich außerordentlich über die gute Nachricht gefreut.,She was extremely happy about the good news.
1148,32,Die Aufgabe war _____ schwierig und zeitaufwendig.,außerordentlich,Die Aufgabe war außerordentlich schwierig und zeitaufwendig.,The task was exceptionally difficult and time-consuming.
1149,32,Er hat sich _____ engagiert und viel zum Erfolg beigetragen.,außerordentlich,Er hat sich außerordentlich engagiert und viel zum Erfolg beigetragen.,He was extraordinarily committed and contributed greatly to the success.
1150,32,Wir sind _____ dankbar für Ihre Unterstützung.,außerordentlich,Wir sind außerordentlich dankbar für Ihre Unterstützung.,We are extremely grateful for your support.
1151,32,"Das war _____ nicht die beste Entscheidung, die sie je getroffen hat.",bei weitem,"Das war bei weitem nicht die beste Entscheidung, die sie je getroffen hat.",That was by far not the best decision she has ever made.
1152,32,Er ist _____ der erfahrenste Mitarbeiter im ganzen Team.,bei weitem,Er ist bei weitem der erfahrenste Mitarbeiter im ganzen Team.,He is by far the most experienced employee in the entire team.
1153,32,Die neue Lösung ist _____ effizienter als die alte Methode.,bei weitem,Die neue Lösung ist bei weitem effizienter als die alte Methode.,The new solution is by far more efficient than the old method.
1154,32,Dieses Projekt ist _____ anspruchsvoller als alle vorherigen.,bei weitem,Dieses Projekt ist bei weitem anspruchsvoller als alle vorherigen.,This project is by far more demanding than all the previous ones.
1155,32,Ihre Leistung war _____ überzeugender als die der anderen Kandidaten.,bei weitem,Ihre Leistung war bei weitem überzeugender als die der anderen Kandidaten.,Her performance was by far more convincing than that of the other candidates.
1156,32,Bei der Konferenz wurden _____ neue Forschungsergebnisse vorgestellt.,unter anderem,Bei der Konferenz wurden unter anderem neue Forschungsergebnisse vorgestellt.,"At the conference, new research findings were presented, among other things."
1157,32,Sie spricht _____ fließend Spanisch und Italienisch.,unter anderem,Sie spricht unter anderem fließend Spanisch und Italienisch.,"She speaks, among other things, fluent Spanish and Italian."
1158,32,Das Unternehmen investiert _____ in erneuerbare Energien.,unter anderem,Das Unternehmen investiert unter anderem in erneuerbare Energien.,"The company is investing, among other things, in renewable energy."
1159,32,Der Skandal betrifft _____ auch hochrangige Politiker.,unter anderem,Der Skandal betrifft unter anderem auch hochrangige Politiker.,"The scandal involves, among other things, high-ranking politicians."
1160,32,Die Ausstellung zeigt _____ Werke von Picasso und Kandinsky.,unter anderem,Die Ausstellung zeigt unter anderem Werke von Picasso und Kandinsky.,"The exhibition features, among other things, works by Picasso and Kandinsky."
1161,100,"off, away",los,,
1162,100,"once, sometimes, times",mal,,
1163,100,"but, yet, nevertheless",doch,,
1164,100,online,online,,
1165,100,literally,buchstäblich,,
1166,100,truthfully,wahrheitsgemäß,,
1167,100,physically,,,
1168,100,mentally,,,
1169,100,rightly,,,
1170,100,rightfully,,,
1171,100,wrongly,,,
1172,100,unfairly,,,
1173,100,organically,,,
1174,100,basically,grundsätzlich,,
